Machine,Job,Product,Operation,Start,Duration,Completion
1,0,enzyme0,0,20.0,8,28.0
4,0,enzyme0,1,40.0,4,44.0
7,0,enzyme0,2,112.0,4,116.0
1,1,enzyme0,0,12.0,8,20.0
4,1,enzyme0,1,20.0,4,24.0
8,1,enzyme0,2,24.0,4,28.0
0,2,enzyme0,0,39.0,8,47.0
5,2,enzyme0,1,64.0,4,68.0
7,2,enzyme0,2,116.0,4,120.0
0,3,enzyme0,0,17.0,8,25.0
6,3,enzyme0,1,32.0,4,36.0
7,3,enzyme0,2,57.0,4,61.0
0,4,enzyme0,0,-0.0,8,8.0
5,4,enzyme0,1,68.0,4,72.0
7,4,enzyme0,2,108.0,4,112.0
2,5,enzyme0,0,-0.0,8,8.0
5,5,enzyme0,1,8.0,4,12.0
8,5,enzyme0,2,20.0,4,24.0
0,6,enzyme1,0,68.0,3,71.0
3,6,enzyme1,1,71.0,2,73.0
1,7,enzyme1,0,5.0,3,8.0
3,7,enzyme1,1,26.0,2,28.0
0,8,enzyme1,0,55.0,3,58.0
3,8,enzyme1,1,58.0,2,60.0
1,9,enzyme1,0,32.0,3,35.0
6,9,enzyme1,1,37.0,2,39.0
2,10,enzyme1,0,23.0,3,26.0
6,10,enzyme1,1,26.0,2,28.0
2,11,enzyme1,0,37.0,3,40.0
3,11,enzyme1,1,83.0,2,85.0
5,12,enzyme2,0,55.0,3,58.0
8,12,enzyme2,1,119.0,3,122.0
4,13,enzyme2,0,-0.0,3,3.0
8,13,enzyme2,1,12.0,3,15.0
5,14,enzyme2,0,87.0,3,90.0
7,14,enzyme2,1,101.0,3,104.0
5,15,enzyme2,0,58.0,3,61.0
8,15,enzyme2,1,116.0,3,119.0
5,16,enzyme2,0,84.0,3,87.0
8,16,enzyme2,1,133.0,3,136.0
5,17,enzyme2,0,90.0,3,93.0
7,17,enzyme2,1,104.0,3,107.0
2,18,enzyme3,0,32.0,4,36.0
5,18,enzyme3,1,36.0,6,42.0
7,18,enzyme3,2,42.0,6,48.0
2,19,enzyme3,0,28.0,4,32.0
4,19,enzyme3,1,32.0,6,38.0
7,19,enzyme3,2,48.0,6,54.0
1,20,enzyme3,0,-0.0,4,4.0
3,20,enzyme3,1,9.0,6,15.0
8,20,enzyme3,2,139.0,6,145.0
0,21,enzyme3,0,49.0,4,53.0
6,21,enzyme3,1,53.0,6,59.0
8,21,enzyme3,2,59.0,6,65.0
2,22,enzyme3,0,18.0,4,22.0
3,22,enzyme3,1,76.0,6,82.0
7,22,enzyme3,2,139.0,6,145.0
0,23,enzyme3,0,62.0,4,66.0
6,23,enzyme3,1,66.0,6,72.0
8,23,enzyme3,2,72.0,6,78.0
0,24,enzyme4,0,27.0,5,32.0
5,24,enzyme4,1,97.0,4,101.0
8,24,enzyme4,2,101.0,7,108.0
2,25,enzyme4,0,43.0,5,48.0
3,25,enzyme4,1,61.0,4,65.0
7,25,enzyme4,2,90.0,7,97.0
0,26,enzyme4,0,32.0,5,37.0
3,26,enzyme4,1,37.0,4,41.0
8,26,enzyme4,2,41.0,7,48.0
0,27,enzyme4,0,74.0,5,79.0
5,27,enzyme4,1,79.0,4,83.0
7,27,enzyme4,2,83.0,7,90.0
0,28,enzyme4,0,10.0,5,15.0
6,28,enzyme4,1,74.0,4,78.0
7,28,enzyme4,2,128.0,7,135.0
2,29,enzyme4,0,11.0,5,16.0
4,29,enzyme4,1,25.0,4,29.0
7,29,enzyme4,2,63.0,7,70.0
5,30,enzyme5,0,23.0,8,31.0
8,30,enzyme5,1,126.0,3,129.0
5,31,enzyme5,0,15.0,8,23.0
8,31,enzyme5,1,129.0,3,132.0
5,32,enzyme5,0,44.0,8,52.0
8,32,enzyme5,1,109.0,3,112.0
3,33,enzyme5,0,-0.0,8,8.0
8,33,enzyme5,1,32.0,3,35.0
6,34,enzyme5,0,-0.0,8,8.0
8,34,enzyme5,1,8.0,3,11.0
3,35,enzyme5,0,44.0,8,52.0
8,35,enzyme5,1,112.0,3,115.0
