Machine,Job,Product,Operation,Start,Duration,Completion
0,0,enzyme0,0,16.0,8,24.0
5,0,enzyme0,1,24.0,4,28.0
7,0,enzyme0,2,28.0,4,32.0
1,1,enzyme0,0,18.0,8,26.0
3,1,enzyme0,1,28.0,4,32.0
7,1,enzyme0,2,32.0,4,36.0
2,2,enzyme0,0,11.0,8,19.0
3,2,enzyme0,1,24.0,4,28.0
8,2,enzyme0,2,44.0,4,48.0
0,3,enzyme1,0,6.0,3,9.0
5,3,enzyme1,1,46.0,2,48.0
1,4,enzyme1,0,14.0,3,17.0
6,4,enzyme1,1,40.0,2,42.0
0,5,enzyme1,0,43.0,3,46.0
4,5,enzyme1,1,46.0,2,48.0
4,6,enzyme2,0,0.0,3,3.0
7,6,enzyme2,1,3.0,3,6.0
3,7,enzyme2,0,-0.0,3,3.0
7,7,enzyme2,1,24.0,3,27.0
3,8,enzyme2,0,3.0,3,6.0
7,8,enzyme2,1,6.0,3,9.0
0,9,enzyme3,0,0.0,4,4.0
4,9,enzyme3,1,6.0,6,12.0
8,9,enzyme3,2,12.0,6,18.0
1,10,enzyme3,0,29.0,4,33.0
5,10,enzyme3,1,36.0,6,42.0
7,10,enzyme3,2,42.0,6,48.0
1,11,enzyme3,0,-0.0,4,4.0
6,11,enzyme3,1,9.0,6,15.0
7,11,enzyme3,2,15.0,6,21.0
1,12,enzyme4,0,5.0,5,10.0
3,12,enzyme4,1,12.0,4,16.0
8,12,enzyme4,2,20.0,7,27.0
2,13,enzyme4,0,-0.0,5,5.0
5,13,enzyme4,1,16.0,4,20.0
8,13,enzyme4,2,27.0,7,34.0
2,14,enzyme4,0,5.0,5,10.0
5,14,enzyme4,1,12.0,4,16.0
8,14,enzyme4,2,34.0,7,41.0
6,15,enzyme5,0,-0.0,8,8.0
7,15,enzyme5,1,11.0,3,14.0
4,16,enzyme5,0,13.0,8,21.0
7,16,enzyme5,1,38.0,3,41.0
5,17,enzyme5,0,-0.0,8,8.0
8,17,enzyme5,1,8.0,3,11.0
