Machine,Job,Product,Operation,Start,Duration,Completion
1,0,enzyme0,0,-0.0,8,8.0
3,0,enzyme0,1,8.0,4,12.0
8,0,enzyme0,2,26.0,4,30.0
2,1,enzyme0,0,23.0,8,31.0
4,1,enzyme0,1,31.0,4,35.0
7,1,enzyme0,2,35.0,4,39.0
0,2,enzyme1,0,-0.0,3,3.0
5,2,enzyme1,1,18.0,2,20.0
1,3,enzyme1,0,12.0,3,15.0
3,3,enzyme1,1,15.0,2,17.0
5,4,enzyme2,0,28.0,3,31.0
7,4,enzyme2,1,31.0,3,34.0
5,5,enzyme2,0,-0.0,3,3.0
7,5,enzyme2,1,3.0,3,6.0
2,6,enzyme3,0,-0.0,4,4.0
5,6,enzyme3,1,6.0,6,12.0
7,6,enzyme3,2,12.0,6,18.0
0,7,enzyme3,0,23.0,4,27.0
6,7,enzyme3,1,27.0,6,33.0
8,7,enzyme3,2,33.0,6,39.0
0,8,enzyme4,0,6.0,5,11.0
6,8,enzyme4,1,11.0,4,15.0
7,8,enzyme4,2,20.0,7,27.0
2,9,enzyme4,0,7.0,5,12.0
4,9,enzyme4,1,12.0,4,16.0
8,9,enzyme4,2,16.0,7,23.0
6,10,enzyme5,0,-0.0,8,8.0
8,10,enzyme5,1,8.0,3,11.0
4,11,enzyme5,0,3.0,8,11.0
8,11,enzyme5,1,11.0,3,14.0
