Machine,Job,Product,Operation,Start,Duration,Completion
1,0,enzyme0,0,32.0,8,40.0
6,0,enzyme0,1,56.0,4,60.0
7,0,enzyme0,2,109.0,4,113.0
2,1,enzyme0,0,48.0,8,56.0
5,1,enzyme0,1,56.0,4,60.0
8,1,enzyme0,2,102.0,4,106.0
1,2,enzyme0,0,24.0,8,32.0
6,2,enzyme0,1,67.0,4,71.0
8,2,enzyme0,2,86.0,4,90.0
1,3,enzyme0,0,51.0,8,59.0
3,3,enzyme0,1,59.0,4,63.0
7,3,enzyme0,2,78.0,4,82.0
1,4,enzyme0,0,8.0,8,16.0
6,4,enzyme0,1,71.0,4,75.0
7,4,enzyme0,2,113.0,4,117.0
0,5,enzyme0,0,59.0,8,67.0
4,5,enzyme0,1,67.0,4,71.0
7,5,enzyme0,2,128.0,4,132.0
2,6,enzyme0,0,40.0,8,48.0
5,6,enzyme0,1,60.0,4,64.0
8,6,enzyme0,2,118.0,4,122.0
2,7,enzyme1,0,33.0,3,36.0
5,7,enzyme1,1,66.0,2,68.0
1,8,enzyme1,0,20.0,3,23.0
6,8,enzyme1,1,61.0,2,63.0
1,9,enzyme1,0,71.0,3,74.0
6,9,enzyme1,1,76.0,2,78.0
0,10,enzyme1,0,55.0,3,58.0
3,10,enzyme1,1,66.0,2,68.0
0,11,enzyme1,0,20.0,3,23.0
4,11,enzyme1,1,59.0,2,61.0
0,12,enzyme1,0,17.0,3,20.0
6,12,enzyme1,1,34.0,2,36.0
2,13,enzyme1,0,30.0,3,33.0
5,13,enzyme1,1,33.0,2,35.0
3,14,enzyme2,0,17.0,3,20.0
7,14,enzyme2,1,20.0,3,23.0
4,15,enzyme2,0,-0.0,3,3.0
7,15,enzyme2,1,134.0,3,137.0
4,16,enzyme2,0,6.0,3,9.0
7,16,enzyme2,1,9.0,3,12.0
4,17,enzyme2,0,3.0,3,6.0
8,17,enzyme2,1,20.0,3,23.0
3,18,enzyme2,0,14.0,3,17.0
8,18,enzyme2,1,17.0,3,20.0
5,19,enzyme2,0,11.0,3,14.0
7,19,enzyme2,1,95.0,3,98.0
3,20,enzyme2,0,11.0,3,14.0
7,20,enzyme2,1,14.0,3,17.0
1,21,enzyme3,0,43.0,4,47.0
6,21,enzyme3,1,47.0,6,53.0
8,21,enzyme3,2,53.0,6,59.0
0,22,enzyme3,0,11.0,4,15.0
3,22,enzyme3,1,22.0,6,28.0
7,22,enzyme3,2,100.0,6,106.0
0,23,enzyme3,0,33.0,4,37.0
4,23,enzyme3,1,37.0,6,43.0
7,23,enzyme3,2,61.0,6,67.0
2,24,enzyme3,0,14.0,4,18.0
4,24,enzyme3,1,73.0,6,79.0
7,24,enzyme3,2,119.0,6,125.0
1,25,enzyme3,0,-0.0,4,4.0
3,25,enzyme3,1,4.0,6,10.0
8,25,enzyme3,2,109.0,6,115.0
0,26,enzyme3,0,7.0,4,11.0
6,26,enzyme3,1,37.0,6,43.0
8,26,enzyme3,2,59.0,6,65.0
2,27,enzyme3,0,-0.0,4,4.0
4,27,enzyme3,1,79.0,6,85.0
8,27,enzyme3,2,93.0,6,99.0
2,28,enzyme4,0,7.0,5,12.0
5,28,enzyme4,1,39.0,4,43.0
7,28,enzyme4,2,43.0,7,50.0
0,29,enzyme4,0,41.0,5,46.0
4,29,enzyme4,1,46.0,4,50.0
7,29,enzyme4,2,50.0,7,57.0
2,30,enzyme4,0,21.0,5,26.0
5,30,enzyme4,1,43.0,4,47.0
8,30,enzyme4,2,67.0,7,74.0
0,31,enzyme4,0,-0.0,5,5.0
3,31,enzyme4,1,32.0,4,36.0
7,31,enzyme4,2,69.0,7,76.0
0,32,enzyme4,0,46.0,5,51.0
4,32,enzyme4,1,51.0,4,55.0
8,32,enzyme4,2,124.0,7,131.0
1,33,enzyme4,0,62.0,5,67.0
5,33,enzyme4,1,72.0,4,76.0
8,33,enzyme4,2,76.0,7,83.0
0,34,enzyme4,0,26.0,5,31.0
5,34,enzyme4,1,76.0,4,80.0
7,34,enzyme4,2,84.0,7,91.0
6,35,enzyme5,0,16.0,8,24.0
7,35,enzyme5,1,35.0,3,38.0
6,36,enzyme5,0,24.0,8,32.0
7,36,enzyme5,1,32.0,3,35.0
6,37,enzyme5,0,8.0,8,16.0
7,37,enzyme5,1,25.0,3,28.0
4,38,enzyme5,0,12.0,8,20.0
8,38,enzyme5,1,35.0,3,38.0
5,39,enzyme5,0,17.0,8,25.0
8,39,enzyme5,1,29.0,3,32.0
5,40,enzyme5,0,-0.0,8,8.0
7,40,enzyme5,1,139.0,3,142.0
6,41,enzyme5,0,-0.0,8,8.0
8,41,enzyme5,1,32.0,3,35.0
