Machine,Job,Product,Operation,Start,Duration,Completion
0,0,enzyme0,0,32.0,8,40.0
5,0,enzyme0,1,41.0,4,45.0
8,0,enzyme0,2,45.0,4,49.0
2,1,enzyme0,0,7.0,8,15.0
5,1,enzyme0,1,45.0,4,49.0
8,1,enzyme0,2,49.0,4,53.0
2,2,enzyme0,0,15.0,8,23.0
4,2,enzyme0,1,32.0,4,36.0
8,2,enzyme0,2,41.0,4,45.0
0,3,enzyme0,0,10.0,8,18.0
4,3,enzyme0,1,18.0,4,22.0
7,3,enzyme0,2,37.0,4,41.0
0,4,enzyme1,0,57.0,3,60.0
3,4,enzyme1,1,60.0,2,62.0
0,5,enzyme1,0,54.0,3,57.0
4,5,enzyme1,1,57.0,2,59.0
1,6,enzyme1,0,12.0,3,15.0
3,6,enzyme1,1,62.0,2,64.0
0,7,enzyme1,0,51.0,3,54.0
6,7,enzyme1,1,54.0,2,56.0
6,8,enzyme2,0,0.0,3,3.0
8,8,enzyme2,1,3.0,3,6.0
6,9,enzyme2,0,3.0,3,6.0
8,9,enzyme2,1,63.0,3,66.0
5,10,enzyme2,0,3.0,3,6.0
8,10,enzyme2,1,6.0,3,9.0
5,11,enzyme2,0,-0.0,3,3.0
7,11,enzyme2,1,3.0,3,6.0
1,12,enzyme3,0,-0.0,4,4.0
6,12,enzyme3,1,16.0,6,22.0
7,12,enzyme3,2,28.0,6,34.0
0,13,enzyme3,0,-0.0,4,4.0
4,13,enzyme3,1,10.0,6,16.0
7,13,enzyme3,2,16.0,6,22.0
0,14,enzyme3,0,4.0,4,8.0
6,14,enzyme3,1,10.0,6,16.0
7,14,enzyme3,2,22.0,6,28.0
2,15,enzyme3,0,-0.0,4,4.0
4,15,enzyme3,1,4.0,6,10.0
8,15,enzyme3,2,23.0,6,29.0
1,16,enzyme4,0,18.0,5,23.0
4,16,enzyme4,1,37.0,4,41.0
7,16,enzyme4,2,59.0,7,66.0
0,17,enzyme4,0,20.0,5,25.0
3,17,enzyme4,1,25.0,4,29.0
8,17,enzyme4,2,31.0,7,38.0
0,18,enzyme4,0,42.0,5,47.0
6,18,enzyme4,1,47.0,4,51.0
7,18,enzyme4,2,52.0,7,59.0
0,19,enzyme4,0,25.0,5,30.0
4,19,enzyme4,1,41.0,4,45.0
8,19,enzyme4,2,55.0,7,62.0
3,20,enzyme5,0,8.0,8,16.0
8,20,enzyme5,1,16.0,3,19.0
3,21,enzyme5,0,0.0,8,8.0
8,21,enzyme5,1,19.0,3,22.0
4,22,enzyme5,0,23.0,8,31.0
7,22,enzyme5,1,43.0,3,46.0
5,23,enzyme5,0,9.0,8,17.0
7,23,enzyme5,1,46.0,3,49.0
