Machine,Job,Product,Operation,Start,Duration,Completion
2,0,enzyme0,0,20.0,8,28.0
5,0,enzyme0,1,28.0,4,32.0
7,0,enzyme0,2,32.0,4,36.0
2,1,enzyme0,0,12.0,8,20.0
6,1,enzyme0,1,36.0,4,40.0
7,1,enzyme0,2,40.0,4,44.0
1,2,enzyme0,0,8.0,8,16.0
3,2,enzyme0,1,21.0,4,25.0
7,2,enzyme0,2,36.0,4,40.0
0,3,enzyme1,0,27.0,3,30.0
4,3,enzyme1,1,33.0,2,35.0
1,4,enzyme1,0,20.0,3,23.0
6,4,enzyme1,1,30.0,2,32.0
0,5,enzyme1,0,14.0,3,17.0
5,5,enzyme1,1,42.0,2,44.0
5,6,enzyme2,0,2.0,3,5.0
7,6,enzyme2,1,5.0,3,8.0
3,7,enzyme2,0,0.0,3,3.0
8,7,enzyme2,1,3.0,3,6.0
4,8,enzyme2,0,0.0,3,3.0
8,8,enzyme2,1,6.0,3,9.0
2,9,enzyme3,0,0.0,4,4.0
4,9,enzyme3,1,20.0,6,26.0
8,9,enzyme3,2,26.0,6,32.0
2,10,enzyme3,0,4.0,4,8.0
6,10,enzyme3,1,23.0,6,29.0
8,10,enzyme3,2,32.0,6,38.0
0,11,enzyme3,0,21.0,4,25.0
4,11,enzyme3,1,26.0,6,32.0
8,11,enzyme3,2,38.0,6,44.0
0,12,enzyme4,0,0.0,5,5.0
3,12,enzyme4,1,5.0,4,9.0
8,12,enzyme4,2,11.0,7,18.0
0,13,enzyme4,0,5.0,5,10.0
6,13,enzyme4,1,11.0,4,15.0
7,13,enzyme4,2,23.0,7,30.0
1,14,enzyme4,0,0.0,5,5.0
5,14,enzyme4,1,12.0,4,16.0
7,14,enzyme4,2,16.0,7,23.0
4,15,enzyme5,0,6.0,8,14.0
8,15,enzyme5,1,19.0,3,22.0
6,16,enzyme5,0,0.0,8,8.0
7,16,enzyme5,1,10.0,3,13.0
3,17,enzyme5,0,12.0,8,20.0
8,17,enzyme5,1,22.0,3,25.0
