Machine,Job,Product,Operation,Start,Duration,Completion
0,0,enzyme0,0,7.0,8,15.0
3,0,enzyme0,1,37.0,4,41.0
7,0,enzyme0,2,45.0,4,49.0
2,1,enzyme0,0,8.0,8,16.0
4,1,enzyme0,1,16.0,4,20.0
8,1,enzyme0,2,20.0,4,24.0
1,2,enzyme0,0,23.0,8,31.0
3,2,enzyme0,1,33.0,4,37.0
7,2,enzyme0,2,41.0,4,45.0
0,3,enzyme0,0,43.0,8,51.0
3,3,enzyme0,1,51.0,4,55.0
7,3,enzyme0,2,60.0,4,64.0
2,4,enzyme0,0,-0.0,8,8.0
5,4,enzyme0,1,46.0,4,50.0
8,4,enzyme0,2,50.0,4,54.0
1,5,enzyme1,0,9.0,3,12.0
4,5,enzyme1,1,57.0,2,59.0
1,6,enzyme1,0,41.0,3,44.0
3,6,enzyme1,1,44.0,2,46.0
2,7,enzyme1,0,17.0,3,20.0
4,7,enzyme1,1,78.0,2,80.0
2,8,enzyme1,0,75.0,3,78.0
6,8,enzyme1,1,78.0,2,80.0
0,9,enzyme1,0,30.0,3,33.0
6,9,enzyme1,1,76.0,2,78.0
4,10,enzyme2,0,0.0,3,3.0
7,10,enzyme2,1,3.0,3,6.0
3,11,enzyme2,0,3.0,3,6.0
8,11,enzyme2,1,9.0,3,12.0
3,12,enzyme2,0,-0.0,3,3.0
8,12,enzyme2,1,3.0,3,6.0
4,13,enzyme2,0,3.0,3,6.0
7,13,enzyme2,1,6.0,3,9.0
5,14,enzyme2,0,-0.0,3,3.0
8,14,enzyme2,1,6.0,3,9.0
1,15,enzyme3,0,4.0,4,8.0
3,15,enzyme3,1,14.0,6,20.0
7,15,enzyme3,2,20.0,6,26.0
0,16,enzyme3,0,53.0,4,57.0
6,16,enzyme3,1,57.0,6,63.0
7,16,enzyme3,2,73.0,6,79.0
0,17,enzyme3,0,24.0,4,28.0
4,17,enzyme3,1,28.0,6,34.0
8,17,enzyme3,2,74.0,6,80.0
1,18,enzyme3,0,-0.0,4,4.0
5,18,enzyme3,1,20.0,6,26.0
7,18,enzyme3,2,26.0,6,32.0
2,19,enzyme3,0,22.0,4,26.0
5,19,enzyme3,1,26.0,6,32.0
7,19,enzyme3,2,32.0,6,38.0
0,20,enzyme4,0,-0.0,5,5.0
3,20,enzyme4,1,7.0,4,11.0
8,20,enzyme4,2,56.0,7,63.0
0,21,enzyme4,0,36.0,5,41.0
4,21,enzyme4,1,41.0,4,45.0
7,21,enzyme4,2,51.0,7,58.0
1,22,enzyme4,0,15.0,5,20.0
6,22,enzyme4,1,22.0,4,26.0
8,22,enzyme4,2,26.0,7,33.0
0,23,enzyme4,0,17.0,5,22.0
6,23,enzyme4,1,26.0,4,30.0
8,23,enzyme4,2,33.0,7,40.0
2,24,enzyme4,0,29.0,5,34.0
4,24,enzyme4,1,36.0,4,40.0
8,24,enzyme4,2,40.0,7,47.0
3,25,enzyme5,0,24.0,8,32.0
7,25,enzyme5,1,66.0,3,69.0
6,26,enzyme5,0,48.0,8,56.0
8,26,enzyme5,1,64.0,3,67.0
6,27,enzyme5,0,0.0,8,8.0
8,27,enzyme5,1,67.0,3,70.0
4,28,enzyme5,0,46.0,8,54.0
8,28,enzyme5,1,70.0,3,73.0
5,29,enzyme5,0,6.0,8,14.0
7,29,enzyme5,1,69.0,3,72.0
