Machine,Job,Product,Operation,Start,Duration,Completion
1,0,enzyme0,0,62.0,8,70.0
4,0,enzyme0,1,70.0,4,74.0
8,0,enzyme0,2,82.0,4,86.0
0,1,enzyme0,0,12.0,8,20.0
6,1,enzyme0,1,20.0,4,24.0
7,1,enzyme0,2,67.0,4,71.0
1,2,enzyme0,0,16.0,8,24.0
6,2,enzyme0,1,48.0,4,52.0
7,2,enzyme0,2,83.0,4,87.0
0,3,enzyme0,0,44.0,8,52.0
5,3,enzyme0,1,67.0,4,71.0
8,3,enzyme0,2,140.0,4,144.0
2,4,enzyme0,0,32.0,8,40.0
5,4,enzyme0,1,87.0,4,91.0
7,4,enzyme0,2,91.0,4,95.0
2,5,enzyme0,0,40.0,8,48.0
5,5,enzyme0,1,59.0,4,63.0
7,5,enzyme0,2,134.0,4,138.0
0,6,enzyme0,0,71.0,8,79.0
5,6,enzyme0,1,79.0,4,83.0
7,6,enzyme0,2,138.0,4,142.0
1,7,enzyme0,0,54.0,8,62.0
5,7,enzyme0,1,83.0,4,87.0
7,7,enzyme0,2,87.0,4,91.0
0,8,enzyme0,0,27.0,8,35.0
5,8,enzyme0,1,63.0,4,67.0
7,8,enzyme0,2,142.0,4,146.0
1,9,enzyme0,0,102.0,8,110.0
4,9,enzyme0,1,113.0,4,117.0
7,9,enzyme0,2,130.0,4,134.0
0,10,enzyme1,0,58.0,3,61.0
4,10,enzyme1,1,61.0,2,63.0
2,11,enzyme1,0,5.0,3,8.0
6,11,enzyme1,1,14.0,2,16.0
1,12,enzyme1,0,12.0,3,15.0
3,12,enzyme1,1,25.0,2,27.0
0,13,enzyme1,0,55.0,3,58.0
6,13,enzyme1,1,63.0,2,65.0
2,14,enzyme1,0,58.0,3,61.0
6,14,enzyme1,1,61.0,2,63.0
0,15,enzyme1,0,23.0,3,26.0
3,15,enzyme1,1,125.0,2,127.0
1,16,enzyme1,0,78.0,3,81.0
4,16,enzyme1,1,109.0,2,111.0
1,17,enzyme1,0,98.0,3,101.0
3,17,enzyme1,1,139.0,2,141.0
1,18,enzyme1,0,-0.0,3,3.0
3,18,enzyme1,1,13.0,2,15.0
1,19,enzyme1,0,95.0,3,98.0
3,19,enzyme1,1,101.0,2,103.0
