Machine,Job,Product,Operation,Start,Duration,Completion
1,0,enzyme0,0,55.0,8,63.0
5,0,enzyme0,1,63.0,4,67.0
8,0,enzyme0,2,75.0,4,79.0
1,1,enzyme0,0,107.0,8,115.0
4,1,enzyme0,1,121.0,4,125.0
7,1,enzyme0,2,125.0,4,129.0
1,2,enzyme0,0,44.0,8,52.0
4,2,enzyme0,1,52.0,4,56.0
7,2,enzyme0,2,220.0,4,224.0
2,3,enzyme0,0,27.0,8,35.0
5,3,enzyme0,1,39.0,4,43.0
8,3,enzyme0,2,46.0,4,50.0
1,4,enzyme0,0,99.0,8,107.0
4,4,enzyme0,1,107.0,4,111.0
7,4,enzyme0,2,111.0,4,115.0
1,5,enzyme0,0,91.0,8,99.0
4,5,enzyme0,1,99.0,4,103.0
7,5,enzyme0,2,107.0,4,111.0
0,6,enzyme0,0,-0.0,8,8.0
5,6,enzyme0,1,8.0,4,12.0
8,6,enzyme0,2,190.0,4,194.0
2,7,enzyme0,0,35.0,8,43.0
5,7,enzyme0,1,43.0,4,47.0
7,7,enzyme0,2,48.0,4,52.0
1,8,enzyme0,0,-0.0,8,8.0
5,8,enzyme0,1,12.0,4,16.0
7,8,enzyme0,2,35.0,4,39.0
2,9,enzyme0,0,11.0,8,19.0
4,9,enzyme0,1,23.0,4,27.0
7,9,enzyme0,2,115.0,4,119.0
0,10,enzyme1,0,11.0,3,14.0
5,10,enzyme1,1,80.0,2,82.0
1,11,enzyme1,0,70.0,3,73.0
5,11,enzyme1,1,78.0,2,80.0
0,12,enzyme1,0,34.0,3,37.0
5,12,enzyme1,1,137.0,2,139.0
1,13,enzyme1,0,67.0,3,70.0
3,13,enzyme1,1,117.0,2,119.0
2,14,enzyme1,0,20.0,3,23.0
3,14,enzyme1,1,90.0,2,92.0
0,15,enzyme1,0,58.0,3,61.0
3,15,enzyme1,1,115.0,2,117.0
0,16,enzyme1,0,31.0,3,34.0
5,16,enzyme1,1,135.0,2,137.0
2,17,enzyme1,0,54.0,3,57.0
5,17,enzyme1,1,57.0,2,59.0
0,18,enzyme1,0,82.0,3,85.0
6,18,enzyme1,1,85.0,2,87.0
0,19,enzyme1,0,85.0,3,88.0
6,19,enzyme1,1,109.0,2,111.0
3,20,enzyme2,0,85.0,3,88.0
8,20,enzyme2,1,158.0,3,161.0
6,21,enzyme2,0,11.0,3,14.0
8,21,enzyme2,1,131.0,3,134.0
5,22,enzyme2,0,149.0,3,152.0
7,22,enzyme2,1,198.0,3,201.0
5,23,enzyme2,0,33.0,3,36.0
7,23,enzyme2,1,206.0,3,209.0
5,24,enzyme2,0,-0.0,3,3.0
7,24,enzyme2,1,11.0,3,14.0
3,25,enzyme2,0,133.0,3,136.0
8,25,enzyme2,1,155.0,3,158.0
3,26,enzyme2,0,11.0,3,14.0
7,26,enzyme2,1,14.0,3,17.0
4,27,enzyme2,0,-0.0,3,3.0
8,27,enzyme2,1,26.0,3,29.0
5,28,enzyme2,0,153.0,3,156.0
8,28,enzyme2,1,175.0,3,178.0
5,29,enzyme2,0,120.0,3,123.0
8,29,enzyme2,1,172.0,3,175.0
0,30,enzyme3,0,41.0,4,45.0
5,30,enzyme3,1,69.0,6,75.0
7,30,enzyme3,2,86.0,6,92.0
0,31,enzyme3,0,92.0,4,96.0
6,31,enzyme3,1,102.0,6,108.0
8,31,enzyme3,2,108.0,6,114.0
0,32,enzyme3,0,65.0,4,69.0
4,32,enzyme3,1,91.0,6,97.0
7,32,enzyme3,2,211.0,6,217.0
2,33,enzyme3,0,45.0,4,49.0
6,33,enzyme3,1,49.0,6,55.0
7,33,enzyme3,2,80.0,6,86.0
2,34,enzyme3,0,49.0,4,53.0
4,34,enzyme3,1,68.0,6,74.0
7,34,enzyme3,2,74.0,6,80.0
1,35,enzyme3,0,11.0,4,15.0
4,35,enzyme3,1,113.0,6,119.0
8,35,enzyme3,2,209.0,6,215.0
2,36,enzyme3,0,-0.0,4,4.0
4,36,enzyme3,1,6.0,6,12.0
7,36,enzyme3,2,19.0,6,25.0
2,37,enzyme3,0,81.0,4,85.0
5,37,enzyme3,1,85.0,6,91.0
8,37,enzyme3,2,137.0,6,143.0
2,38,enzyme3,0,59.0,4,63.0
4,38,enzyme3,1,85.0,6,91.0
8,38,enzyme3,2,181.0,6,187.0
2,39,enzyme3,0,4.0,4,8.0
6,39,enzyme3,1,43.0,6,49.0
8,39,enzyme3,2,82.0,6,88.0
1,40,enzyme4,0,21.0,5,26.0
4,40,enzyme4,1,57.0,4,61.0
8,40,enzyme4,2,116.0,7,123.0
2,41,enzyme4,0,68.0,5,73.0
5,41,enzyme4,1,127.0,4,131.0
8,41,enzyme4,2,196.0,7,203.0
1,42,enzyme4,0,36.0,5,41.0
5,42,enzyme4,1,48.0,4,52.0
8,42,enzyme4,2,52.0,7,59.0
1,43,enzyme4,0,26.0,5,31.0
3,43,enzyme4,1,93.0,4,97.0
8,43,enzyme4,2,97.0,7,104.0
1,44,enzyme4,0,31.0,5,36.0
4,44,enzyme4,1,61.0,4,65.0
8,44,enzyme4,2,65.0,7,72.0
0,45,enzyme4,0,22.0,5,27.0
3,45,enzyme4,1,27.0,4,31.0
8,45,enzyme4,2,31.0,7,38.0
1,46,enzyme4,0,16.0,5,21.0
6,46,enzyme4,1,57.0,4,61.0
8,46,enzyme4,2,90.0,7,97.0
0,47,enzyme4,0,17.0,5,22.0
6,47,enzyme4,1,90.0,4,94.0
7,47,enzyme4,2,98.0,7,105.0
1,48,enzyme4,0,76.0,5,81.0
6,48,enzyme4,1,94.0,4,98.0
8,48,enzyme4,2,123.0,7,130.0
0,49,enzyme4,0,73.0,5,78.0
5,49,enzyme4,1,143.0,4,147.0
8,49,enzyme4,2,147.0,7,154.0
6,50,enzyme5,0,-0.0,8,8.0
8,50,enzyme5,1,8.0,3,11.0
3,51,enzyme5,0,-0.0,8,8.0
8,51,enzyme5,1,11.0,3,14.0
5,52,enzyme5,0,109.0,8,117.0
8,52,enzyme5,1,218.0,3,221.0
3,53,enzyme5,0,66.0,8,74.0
8,53,enzyme5,1,165.0,3,168.0
3,54,enzyme5,0,15.0,8,23.0
7,54,enzyme5,1,28.0,3,31.0
5,55,enzyme5,0,93.0,8,101.0
8,55,enzyme5,1,221.0,3,224.0
3,56,enzyme5,0,74.0,8,82.0
8,56,enzyme5,1,168.0,3,171.0
4,57,enzyme5,0,75.0,8,83.0
8,57,enzyme5,1,205.0,3,208.0
5,58,enzyme5,0,101.0,8,109.0
7,58,enzyme5,1,194.0,3,197.0
6,59,enzyme5,0,15.0,8,23.0
7,59,enzyme5,1,41.0,3,44.0
