Machine,Job,Product,Operation,Start,Duration,Completion
0,0,enzyme0,0,78.0,8,86.0
4,0,enzyme0,1,98.0,4,102.0
8,0,enzyme0,2,132.0,4,136.0
1,1,enzyme0,0,53.0,8,61.0
3,1,enzyme0,1,140.0,4,144.0
8,1,enzyme0,2,144.0,4,148.0
1,2,enzyme0,0,20.0,8,28.0
3,2,enzyme0,1,169.0,4,173.0
8,2,enzyme0,2,173.0,4,177.0
0,3,enzyme0,0,94.0,8,102.0
4,3,enzyme0,1,102.0,4,106.0
7,3,enzyme0,2,234.0,4,238.0
0,4,enzyme0,0,32.0,8,40.0
4,4,enzyme0,1,40.0,4,44.0
8,4,enzyme0,2,136.0,4,140.0
0,5,enzyme0,0,12.0,8,20.0
5,5,enzyme0,1,154.0,4,158.0
8,5,enzyme0,2,158.0,4,162.0
0,6,enzyme0,0,134.0,8,142.0
4,6,enzyme0,1,144.0,4,148.0
8,6,enzyme0,2,148.0,4,152.0
2,7,enzyme0,0,7.0,8,15.0
6,7,enzyme0,1,132.0,4,136.0
8,7,enzyme0,2,140.0,4,144.0
0,8,enzyme0,0,86.0,8,94.0
5,8,enzyme0,1,94.0,4,98.0
8,8,enzyme0,2,231.0,4,235.0
0,9,enzyme0,0,70.0,8,78.0
4,9,enzyme0,1,106.0,4,110.0
7,9,enzyme0,2,184.0,4,188.0
0,10,enzyme0,0,126.0,8,134.0
5,10,enzyme0,1,134.0,4,138.0
8,10,enzyme0,2,177.0,4,181.0
2,11,enzyme0,0,24.0,8,32.0
6,11,enzyme0,1,204.0,4,208.0
7,11,enzyme0,2,238.0,4,242.0
2,12,enzyme0,0,32.0,8,40.0
4,12,enzyme0,1,140.0,4,144.0
8,12,enzyme0,2,235.0,4,239.0
0,13,enzyme1,0,226.0,3,229.0
5,13,enzyme1,1,259.0,2,261.0
0,14,enzyme1,0,157.0,3,160.0
3,14,enzyme1,1,163.0,2,165.0
0,15,enzyme1,0,160.0,3,163.0
6,15,enzyme1,1,219.0,2,221.0
2,16,enzyme1,0,41.0,3,44.0
3,16,enzyme1,1,217.0,2,219.0
0,17,enzyme1,0,154.0,3,157.0
3,17,enzyme1,1,219.0,2,221.0
1,18,enzyme1,0,0.0,3,3.0
6,18,enzyme1,1,209.0,2,211.0
0,19,enzyme1,0,66.0,3,69.0
3,19,enzyme1,1,255.0,2,257.0
0,20,enzyme1,0,223.0,3,226.0
3,20,enzyme1,1,247.0,2,249.0
0,21,enzyme1,0,220.0,3,223.0
5,21,enzyme1,1,223.0,2,225.0
2,22,enzyme1,0,44.0,3,47.0
3,22,enzyme1,1,257.0,2,259.0
0,23,enzyme1,0,175.0,3,178.0
3,23,enzyme1,1,231.0,2,233.0
0,24,enzyme1,0,256.0,3,259.0
3,24,enzyme1,1,259.0,2,261.0
1,25,enzyme1,0,135.0,3,138.0
3,25,enzyme1,1,229.0,2,231.0
6,26,enzyme2,0,181.0,3,184.0
8,26,enzyme2,1,186.0,3,189.0
5,27,enzyme2,0,20.0,3,23.0
7,27,enzyme2,1,23.0,3,26.0
5,28,enzyme2,0,39.0,3,42.0
7,28,enzyme2,1,224.0,3,227.0
4,29,enzyme2,0,3.0,3,6.0
7,29,enzyme2,1,6.0,3,9.0
3,30,enzyme2,0,54.0,3,57.0
8,30,enzyme2,1,183.0,3,186.0
4,31,enzyme2,0,94.0,3,97.0
7,31,enzyme2,1,227.0,3,230.0
5,32,enzyme2,0,42.0,3,45.0
8,32,enzyme2,1,103.0,3,106.0
3,33,enzyme2,0,51.0,3,54.0
8,33,enzyme2,1,54.0,3,57.0
5,34,enzyme2,0,3.0,3,6.0
7,34,enzyme2,1,9.0,3,12.0
5,35,enzyme2,0,0.0,3,3.0
8,35,enzyme2,1,44.0,3,47.0
4,36,enzyme2,0,0.0,3,3.0
7,36,enzyme2,1,12.0,3,15.0
4,37,enzyme2,0,6.0,3,9.0
8,37,enzyme2,1,84.0,3,87.0
6,38,enzyme2,0,213.0,3,216.0
7,38,enzyme2,1,230.0,3,233.0
1,39,enzyme3,0,142.0,4,146.0
5,39,enzyme3,1,146.0,6,152.0
8,39,enzyme3,2,255.0,6,261.0
0,40,enzyme3,0,148.0,4,152.0
3,40,enzyme3,1,152.0,6,158.0
8,40,enzyme3,2,210.0,6,216.0
1,41,enzyme3,0,7.0,4,11.0
4,41,enzyme3,1,32.0,6,38.0
7,41,enzyme3,2,190.0,6,196.0
0,42,enzyme3,0,144.0,4,148.0
5,42,enzyme3,1,192.0,6,198.0
7,42,enzyme3,2,198.0,6,204.0
2,43,enzyme3,0,-0.0,4,4.0
4,43,enzyme3,1,46.0,6,52.0
8,43,enzyme3,2,123.0,6,129.0
2,44,enzyme3,0,17.0,4,21.0
3,44,enzyme3,1,65.0,6,71.0
8,44,enzyme3,2,90.0,6,96.0
1,45,enzyme3,0,45.0,4,49.0
5,45,enzyme3,1,174.0,6,180.0
8,45,enzyme3,2,192.0,6,198.0
1,46,enzyme3,0,41.0,4,45.0
4,46,enzyme3,1,129.0,6,135.0
8,46,enzyme3,2,204.0,6,210.0
1,47,enzyme3,0,37.0,4,41.0
6,47,enzyme3,1,195.0,6,201.0
8,47,enzyme3,2,222.0,6,228.0
0,48,enzyme3,0,186.0,4,190.0
3,48,enzyme3,1,210.0,6,216.0
8,48,enzyme3,2,216.0,6,222.0
0,49,enzyme3,0,26.0,4,30.0
5,49,enzyme3,1,30.0,6,36.0
7,49,enzyme3,2,108.0,6,114.0
0,50,enzyme3,0,182.0,4,186.0
5,50,enzyme3,1,186.0,6,192.0
8,50,enzyme3,2,198.0,6,204.0
0,51,enzyme3,0,22.0,4,26.0
5,51,enzyme3,1,140.0,6,146.0
7,51,enzyme3,2,255.0,6,261.0
0,52,enzyme4,0,114.0,5,119.0
6,52,enzyme4,1,126.0,4,130.0
7,52,enzyme4,2,244.0,7,251.0
0,53,enzyme4,0,-0.0,5,5.0
6,53,enzyme4,1,66.0,4,70.0
7,53,enzyme4,2,147.0,7,154.0
0,54,enzyme4,0,109.0,5,114.0
6,54,enzyme4,1,122.0,4,126.0
7,54,enzyme4,2,154.0,7,161.0
0,55,enzyme4,0,166.0,5,171.0
6,55,enzyme4,1,171.0,4,175.0
7,55,enzyme4,2,175.0,7,182.0
0,56,enzyme4,0,47.0,5,52.0
6,56,enzyme4,1,86.0,4,90.0
7,56,enzyme4,2,130.0,7,137.0
1,57,enzyme4,0,12.0,5,17.0
3,57,enzyme4,1,58.0,4,62.0
8,57,enzyme4,2,108.0,7,115.0
0,58,enzyme4,0,5.0,5,10.0
6,58,enzyme4,1,106.0,4,110.0
7,58,enzyme4,2,161.0,7,168.0
0,59,enzyme4,0,42.0,5,47.0
6,59,enzyme4,1,82.0,4,86.0
7,59,enzyme4,2,116.0,7,123.0
0,60,enzyme4,0,57.0,5,62.0
6,60,enzyme4,1,62.0,4,66.0
7,60,enzyme4,2,137.0,7,144.0
0,61,enzyme4,0,119.0,5,124.0
6,61,enzyme4,1,139.0,4,143.0
7,61,enzyme4,2,168.0,7,175.0
0,62,enzyme4,0,52.0,5,57.0
6,62,enzyme4,1,102.0,4,106.0
7,62,enzyme4,2,123.0,7,130.0
1,63,enzyme4,0,31.0,5,36.0
6,63,enzyme4,1,175.0,4,179.0
7,63,enzyme4,2,206.0,7,213.0
0,64,enzyme4,0,104.0,5,109.0
6,64,enzyme4,1,187.0,4,191.0
7,64,enzyme4,2,213.0,7,220.0
6,65,enzyme5,0,91.0,8,99.0
8,65,enzyme5,1,99.0,3,102.0
6,66,enzyme5,0,144.0,8,152.0
8,66,enzyme5,1,246.0,3,249.0
4,67,enzyme5,0,85.0,8,93.0
8,67,enzyme5,1,116.0,3,119.0
6,68,enzyme5,0,111.0,8,119.0
8,68,enzyme5,1,119.0,3,122.0
3,69,enzyme5,0,-0.0,8,8.0
8,69,enzyme5,1,14.0,3,17.0
3,70,enzyme5,0,8.0,8,16.0
8,70,enzyme5,1,20.0,3,23.0
3,71,enzyme5,0,32.0,8,40.0
8,71,enzyme5,1,40.0,3,43.0
3,72,enzyme5,0,40.0,8,48.0
8,72,enzyme5,1,249.0,3,252.0
6,73,enzyme5,0,71.0,8,79.0
8,73,enzyme5,1,166.0,3,169.0
5,74,enzyme5,0,9.0,8,17.0
8,74,enzyme5,1,17.0,3,20.0
3,75,enzyme5,0,24.0,8,32.0
8,75,enzyme5,1,61.0,3,64.0
3,76,enzyme5,0,16.0,8,24.0
8,76,enzyme5,1,24.0,3,27.0
4,77,enzyme5,0,235.0,8,243.0
8,77,enzyme5,1,243.0,3,246.0
