Machine,Job,Product,Operation,Start,Duration,Completion
2,0,enzyme0,0,35.0,8,43.0
4,0,enzyme0,1,46.0,4,50.0
7,0,enzyme0,2,60.0,4,64.0
2,1,enzyme0,0,59.0,8,67.0
6,1,enzyme0,1,67.0,4,71.0
7,1,enzyme0,2,113.0,4,117.0
1,2,enzyme0,0,25.0,8,33.0
3,2,enzyme0,1,44.0,4,48.0
8,2,enzyme0,2,48.0,4,52.0
1,3,enzyme0,0,17.0,8,25.0
5,3,enzyme0,1,54.0,4,58.0
8,3,enzyme0,2,60.0,4,64.0
2,4,enzyme0,0,43.0,8,51.0
6,4,enzyme0,1,51.0,4,55.0
8,4,enzyme0,2,56.0,4,60.0
2,5,enzyme0,0,-0.0,8,8.0
3,5,enzyme0,1,17.0,4,21.0
8,5,enzyme0,2,52.0,4,56.0
0,6,enzyme0,0,13.0,8,21.0
3,6,enzyme0,1,21.0,4,25.0
7,6,enzyme0,2,27.0,4,31.0
0,7,enzyme0,0,38.0,8,46.0
5,7,enzyme0,1,50.0,4,54.0
7,7,enzyme0,2,56.0,4,60.0
0,8,enzyme1,0,67.0,3,70.0
6,8,enzyme1,1,74.0,2,76.0
2,9,enzyme1,0,52.0,3,55.0
5,9,enzyme1,1,81.0,2,83.0
0,10,enzyme1,0,64.0,3,67.0
6,10,enzyme1,1,76.0,2,78.0
1,11,enzyme1,0,66.0,3,69.0
5,11,enzyme1,1,75.0,2,77.0
1,12,enzyme1,0,63.0,3,66.0
6,12,enzyme1,1,72.0,2,74.0
1,13,enzyme1,0,60.0,3,63.0
5,13,enzyme1,1,73.0,2,75.0
0,14,enzyme1,0,49.0,3,52.0
5,14,enzyme1,1,77.0,2,79.0
0,15,enzyme1,0,70.0,3,73.0
5,15,enzyme1,1,79.0,2,81.0
5,16,enzyme2,0,7.0,3,10.0
8,16,enzyme2,1,12.0,3,15.0
4,17,enzyme2,0,6.0,3,9.0
7,17,enzyme2,1,66.0,3,69.0
4,18,enzyme2,0,66.0,3,69.0
7,18,enzyme2,1,69.0,3,72.0
5,19,enzyme2,0,-0.0,3,3.0
8,19,enzyme2,1,6.0,3,9.0
6,20,enzyme2,0,3.0,3,6.0
7,20,enzyme2,1,13.0,3,16.0
4,21,enzyme2,0,3.0,3,6.0
8,21,enzyme2,1,9.0,3,12.0
4,22,enzyme2,0,-0.0,3,3.0
8,22,enzyme2,1,3.0,3,6.0
6,23,enzyme2,0,-0.0,3,3.0
7,23,enzyme2,1,3.0,3,6.0
0,24,enzyme3,0,31.0,4,35.0
3,24,enzyme3,1,35.0,6,41.0
7,24,enzyme3,2,41.0,6,47.0
0,25,enzyme3,0,7.0,4,11.0
4,25,enzyme3,1,18.0,6,24.0
8,25,enzyme3,2,32.0,6,38.0
2,26,enzyme3,0,14.0,4,18.0
6,26,enzyme3,1,20.0,6,26.0
8,26,enzyme3,2,26.0,6,32.0
2,27,enzyme3,0,22.0,4,26.0
6,27,enzyme3,1,57.0,6,63.0
7,27,enzyme3,2,90.0,6,96.0
2,28,enzyme3,0,10.0,4,14.0
5,28,enzyme3,1,64.0,6,70.0
7,28,enzyme3,2,96.0,6,102.0
1,29,enzyme3,0,4.0,4,8.0
4,29,enzyme3,1,12.0,6,18.0
7,29,enzyme3,2,18.0,6,24.0
1,30,enzyme3,0,-0.0,4,4.0
5,30,enzyme3,1,19.0,6,25.0
7,30,enzyme3,2,47.0,6,53.0
2,31,enzyme3,0,18.0,4,22.0
5,31,enzyme3,1,25.0,6,31.0
7,31,enzyme3,2,84.0,6,90.0
1,32,enzyme4,0,46.0,5,51.0
5,32,enzyme4,1,59.0,4,63.0
8,32,enzyme4,2,80.0,7,87.0
1,33,enzyme4,0,41.0,5,46.0
3,33,enzyme4,1,53.0,4,57.0
8,33,enzyme4,2,73.0,7,80.0
0,34,enzyme4,0,23.0,5,28.0
3,34,enzyme4,1,28.0,4,32.0
8,34,enzyme4,2,108.0,7,115.0
0,35,enzyme4,0,-0.0,5,5.0
6,35,enzyme4,1,45.0,4,49.0
8,35,enzyme4,2,87.0,7,94.0
2,36,enzyme4,0,29.0,5,34.0
4,36,enzyme4,1,60.0,4,64.0
8,36,enzyme4,2,101.0,7,108.0
1,37,enzyme4,0,36.0,5,41.0
5,37,enzyme4,1,45.0,4,49.0
7,37,enzyme4,2,104.0,7,111.0
1,38,enzyme4,0,9.0,5,14.0
5,38,enzyme4,1,14.0,4,18.0
8,38,enzyme4,2,66.0,7,73.0
1,39,enzyme4,0,51.0,5,56.0
4,39,enzyme4,1,56.0,4,60.0
8,39,enzyme4,2,94.0,7,101.0
6,40,enzyme5,0,29.0,8,37.0
7,40,enzyme5,1,37.0,3,40.0
5,41,enzyme5,0,33.0,8,41.0
7,41,enzyme5,1,80.0,3,83.0
4,42,enzyme5,0,33.0,8,41.0
8,42,enzyme5,1,41.0,3,44.0
3,43,enzyme5,0,60.0,8,68.0
7,43,enzyme5,1,74.0,3,77.0
4,44,enzyme5,0,25.0,8,33.0
7,44,enzyme5,1,34.0,3,37.0
6,45,enzyme5,0,7.0,8,15.0
8,45,enzyme5,1,22.0,3,25.0
3,46,enzyme5,0,-0.0,8,8.0
7,46,enzyme5,1,77.0,3,80.0
3,47,enzyme5,0,8.0,8,16.0
8,47,enzyme5,1,19.0,3,22.0
