Machine,Job,Product,Operation,Start,Duration,Completion
2,0,enzyme0,0,56.0,8,64.0
3,0,enzyme0,1,152.0,4,156.0
8,0,enzyme0,2,168.0,4,172.0
0,1,enzyme0,0,-0.0,8,8.0
4,1,enzyme0,1,113.0,4,117.0
7,1,enzyme0,2,117.0,4,121.0
0,2,enzyme0,0,17.0,8,25.0
6,2,enzyme0,1,65.0,4,69.0
8,2,enzyme0,2,164.0,4,168.0
2,3,enzyme0,0,21.0,8,29.0
6,3,enzyme0,1,101.0,4,105.0
8,3,enzyme0,2,148.0,4,152.0
2,4,enzyme0,0,94.0,8,102.0
4,4,enzyme0,1,102.0,4,106.0
8,4,enzyme0,2,160.0,4,164.0
0,5,enzyme0,0,25.0,8,33.0
5,5,enzyme0,1,55.0,4,59.0
8,5,enzyme0,2,144.0,4,148.0
0,6,enzyme0,0,41.0,8,49.0
6,6,enzyme0,1,86.0,4,90.0
8,6,enzyme0,2,156.0,4,160.0
0,7,enzyme0,0,33.0,8,41.0
3,7,enzyme0,1,148.0,4,152.0
8,7,enzyme0,2,152.0,4,156.0
2,8,enzyme0,0,78.0,8,86.0
4,8,enzyme0,1,109.0,4,113.0
7,8,enzyme0,2,113.0,4,117.0
1,9,enzyme0,0,43.0,8,51.0
4,9,enzyme0,1,67.0,4,71.0
8,9,enzyme0,2,72.0,4,76.0
2,10,enzyme0,0,29.0,8,37.0
6,10,enzyme0,1,37.0,4,41.0
8,10,enzyme0,2,140.0,4,144.0
2,11,enzyme1,0,68.0,3,71.0
4,11,enzyme1,1,141.0,2,143.0
2,12,enzyme1,0,103.0,3,106.0
6,12,enzyme1,1,106.0,2,108.0
0,13,enzyme1,0,60.0,3,63.0
4,13,enzyme1,1,63.0,2,65.0
1,14,enzyme1,0,-0.0,3,3.0
6,14,enzyme1,1,176.0,2,178.0
0,15,enzyme1,0,66.0,3,69.0
5,15,enzyme1,1,69.0,2,71.0
0,16,enzyme1,0,63.0,3,66.0
6,16,enzyme1,1,126.0,2,128.0
2,17,enzyme1,0,71.0,3,74.0
6,17,enzyme1,1,110.0,2,112.0
2,18,enzyme1,0,87.0,3,90.0
6,18,enzyme1,1,124.0,2,126.0
1,19,enzyme1,0,105.0,3,108.0
6,19,enzyme1,1,108.0,2,110.0
2,20,enzyme1,0,106.0,3,109.0
6,20,enzyme1,1,174.0,2,176.0
2,21,enzyme1,0,65.0,3,68.0
6,21,enzyme1,1,178.0,2,180.0
3,22,enzyme2,0,26.0,3,29.0
7,22,enzyme2,1,30.0,3,33.0
3,23,enzyme2,0,48.0,3,51.0
8,23,enzyme2,1,51.0,3,54.0
3,24,enzyme2,0,51.0,3,54.0
7,24,enzyme2,1,57.0,3,60.0
6,25,enzyme2,0,9.0,3,12.0
7,25,enzyme2,1,15.0,3,18.0
3,26,enzyme2,0,62.0,3,65.0
8,26,enzyme2,1,65.0,3,68.0
6,27,enzyme2,0,6.0,3,9.0
7,27,enzyme2,1,9.0,3,12.0
3,28,enzyme2,0,11.0,3,14.0
7,28,enzyme2,1,18.0,3,21.0
6,29,enzyme2,0,-0.0,3,3.0
7,29,enzyme2,1,12.0,3,15.0
5,30,enzyme2,0,19.0,3,22.0
7,30,enzyme2,1,177.0,3,180.0
5,31,enzyme2,0,22.0,3,25.0
7,31,enzyme2,1,27.0,3,30.0
6,32,enzyme2,0,3.0,3,6.0
8,32,enzyme2,1,6.0,3,9.0
2,33,enzyme3,0,-0.0,4,4.0
6,33,enzyme3,1,92.0,6,98.0
8,33,enzyme3,2,101.0,6,107.0
1,34,enzyme3,0,65.0,4,69.0
5,34,enzyme3,1,74.0,6,80.0
7,34,enzyme3,2,80.0,6,86.0
1,35,enzyme3,0,23.0,4,27.0
3,35,enzyme3,1,80.0,6,86.0
7,35,enzyme3,2,86.0,6,92.0
1,36,enzyme3,0,11.0,4,15.0
4,36,enzyme3,1,15.0,6,21.0
7,36,enzyme3,2,104.0,6,110.0
2,37,enzyme3,0,8.0,4,12.0
4,37,enzyme3,1,41.0,6,47.0
8,37,enzyme3,2,89.0,6,95.0
2,38,enzyme3,0,4.0,4,8.0
4,38,enzyme3,1,35.0,6,41.0
7,38,enzyme3,2,74.0,6,80.0
1,39,enzyme3,0,35.0,4,39.0
6,39,enzyme3,1,49.0,6,55.0
8,39,enzyme3,2,95.0,6,101.0
1,40,enzyme3,0,7.0,4,11.0
6,40,enzyme3,1,16.0,6,22.0
7,40,enzyme3,2,92.0,6,98.0
1,41,enzyme3,0,15.0,4,19.0
6,41,enzyme3,1,43.0,6,49.0
7,41,enzyme3,2,62.0,6,68.0
1,42,enzyme3,0,19.0,4,23.0
4,42,enzyme3,1,56.0,6,62.0
7,42,enzyme3,2,68.0,6,74.0
1,43,enzyme3,0,69.0,4,73.0
4,43,enzyme3,1,73.0,6,79.0
7,43,enzyme3,2,98.0,6,104.0
0,44,enzyme4,0,72.0,5,77.0
6,44,enzyme4,1,80.0,4,84.0
7,44,enzyme4,2,144.0,7,151.0
2,45,enzyme4,0,45.0,5,50.0
5,45,enzyme4,1,50.0,4,54.0
7,45,enzyme4,2,151.0,7,158.0
0,46,enzyme4,0,51.0,5,56.0
4,46,enzyme4,1,85.0,4,89.0
8,46,enzyme4,2,116.0,7,123.0
1,47,enzyme4,0,59.0,5,64.0
6,47,enzyme4,1,72.0,4,76.0
7,47,enzyme4,2,130.0,7,137.0
2,48,enzyme4,0,40.0,5,45.0
6,48,enzyme4,1,76.0,4,80.0
8,48,enzyme4,2,109.0,7,116.0
1,49,enzyme4,0,54.0,5,59.0
4,49,enzyme4,1,133.0,4,137.0
7,49,enzyme4,2,137.0,7,144.0
2,50,enzyme4,0,50.0,5,55.0
3,50,enzyme4,1,55.0,4,59.0
8,50,enzyme4,2,78.0,7,85.0
1,51,enzyme4,0,76.0,5,81.0
4,51,enzyme4,1,81.0,4,85.0
8,51,enzyme4,2,123.0,7,130.0
2,52,enzyme4,0,15.0,5,20.0
4,52,enzyme4,1,49.0,4,53.0
7,52,enzyme4,2,123.0,7,130.0
1,53,enzyme4,0,28.0,5,33.0
3,53,enzyme4,1,41.0,4,45.0
7,53,enzyme4,2,46.0,7,53.0
0,54,enzyme4,0,10.0,5,15.0
6,54,enzyme4,1,57.0,4,61.0
8,54,enzyme4,2,130.0,7,137.0
3,55,enzyme5,0,-0.0,8,8.0
8,55,enzyme5,1,13.0,3,16.0
5,56,enzyme5,0,8.0,8,16.0
7,56,enzyme5,1,161.0,3,164.0
4,57,enzyme5,0,-0.0,8,8.0
7,57,enzyme5,1,173.0,3,176.0
5,58,enzyme5,0,36.0,8,44.0
7,58,enzyme5,1,170.0,3,173.0
6,59,enzyme5,0,114.0,8,122.0
7,59,enzyme5,1,164.0,3,167.0
3,60,enzyme5,0,168.0,8,176.0
8,60,enzyme5,1,176.0,3,179.0
4,61,enzyme5,0,25.0,8,33.0
7,61,enzyme5,1,167.0,3,170.0
6,62,enzyme5,0,27.0,8,35.0
7,62,enzyme5,1,35.0,3,38.0
3,63,enzyme5,0,15.0,8,23.0
7,63,enzyme5,1,23.0,3,26.0
5,64,enzyme5,0,28.0,8,36.0
7,64,enzyme5,1,40.0,3,43.0
5,65,enzyme5,0,-0.0,8,8.0
8,65,enzyme5,1,61.0,3,64.0
