Machine,Job,Product,Operation,Start,Duration,Completion
1,0,enzyme0,0,27.0,8,35.0
3,0,enzyme0,1,35.0,4,39.0
7,0,enzyme0,2,60.0,4,64.0
2,1,enzyme0,0,11.0,8,19.0
3,1,enzyme0,1,61.0,4,65.0
7,1,enzyme0,2,68.0,4,72.0
1,2,enzyme0,0,85.0,8,93.0
5,2,enzyme0,1,93.0,4,97.0
7,2,enzyme0,2,117.0,4,121.0
2,3,enzyme0,0,44.0,8,52.0
6,3,enzyme0,1,59.0,4,63.0
7,3,enzyme0,2,64.0,4,68.0
2,4,enzyme0,0,52.0,8,60.0
6,4,enzyme0,1,88.0,4,92.0
8,4,enzyme0,2,132.0,4,136.0
1,5,enzyme0,0,59.0,8,67.0
6,5,enzyme0,1,99.0,4,103.0
7,5,enzyme0,2,140.0,4,144.0
1,6,enzyme0,0,35.0,8,43.0
5,6,enzyme0,1,47.0,4,51.0
7,6,enzyme0,2,144.0,4,148.0
2,7,enzyme0,0,36.0,8,44.0
4,7,enzyme0,1,53.0,4,57.0
8,7,enzyme0,2,74.0,4,78.0
0,8,enzyme1,0,25.0,3,28.0
4,8,enzyme1,1,78.0,2,80.0
0,9,enzyme1,0,28.0,3,31.0
5,9,enzyme1,1,53.0,2,55.0
2,10,enzyme1,0,20.0,3,23.0
6,10,enzyme1,1,37.0,2,39.0
1,11,enzyme1,0,71.0,3,74.0
6,11,enzyme1,1,104.0,2,106.0
1,12,enzyme1,0,55.0,3,58.0
6,12,enzyme1,1,93.0,2,95.0
0,13,enzyme1,0,31.0,3,34.0
6,13,enzyme1,1,47.0,2,49.0
0,14,enzyme1,0,22.0,3,25.0
3,14,enzyme1,1,72.0,2,74.0
0,15,enzyme1,0,34.0,3,37.0
4,15,enzyme1,1,66.0,2,68.0
3,16,enzyme2,0,11.0,3,14.0
8,16,enzyme2,1,26.0,3,29.0
6,17,enzyme2,0,3.0,3,6.0
8,17,enzyme2,1,102.0,3,105.0
3,18,enzyme2,0,17.0,3,20.0
7,18,enzyme2,1,20.0,3,23.0
5,19,enzyme2,0,33.0,3,36.0
8,19,enzyme2,1,122.0,3,125.0
3,20,enzyme2,0,77.0,3,80.0
7,20,enzyme2,1,150.0,3,153.0
3,21,enzyme2,0,14.0,3,17.0
7,21,enzyme2,1,113.0,3,116.0
4,22,enzyme2,0,-0.0,3,3.0
8,22,enzyme2,1,125.0,3,128.0
6,23,enzyme2,0,-0.0,3,3.0
7,23,enzyme2,1,3.0,3,6.0
0,24,enzyme3,0,12.0,4,16.0
4,24,enzyme3,1,24.0,6,30.0
7,24,enzyme3,2,39.0,6,45.0
2,25,enzyme3,0,25.0,4,29.0
6,25,enzyme3,1,40.0,6,46.0
7,25,enzyme3,2,123.0,6,129.0
2,26,enzyme3,0,29.0,4,33.0
4,26,enzyme3,1,45.0,6,51.0
7,26,enzyme3,2,51.0,6,57.0
1,27,enzyme3,0,4.0,4,8.0
4,27,enzyme3,1,39.0,6,45.0
7,27,enzyme3,2,45.0,6,51.0
1,28,enzyme3,0,50.0,4,54.0
5,28,enzyme3,1,58.0,6,64.0
7,28,enzyme3,2,98.0,6,104.0
1,29,enzyme3,0,-0.0,4,4.0
4,29,enzyme3,1,59.0,6,65.0
8,29,enzyme3,2,92.0,6,98.0
0,30,enzyme3,0,16.0,4,20.0
5,30,enzyme3,1,39.0,6,45.0
7,30,enzyme3,2,104.0,6,110.0
1,31,enzyme3,0,46.0,4,50.0
6,31,enzyme3,1,50.0,6,56.0
8,31,enzyme3,2,56.0,6,62.0
0,32,enzyme4,0,5.0,5,10.0
3,32,enzyme4,1,66.0,4,70.0
7,32,enzyme4,2,80.0,7,87.0
2,33,enzyme4,0,-0.0,5,5.0
3,33,enzyme4,1,54.0,4,58.0
8,33,enzyme4,2,80.0,7,87.0
1,34,enzyme4,0,14.0,5,19.0
4,34,enzyme4,1,32.0,4,36.0
7,34,enzyme4,2,87.0,7,94.0
0,35,enzyme4,0,-0.0,5,5.0
5,35,enzyme4,1,20.0,4,24.0
8,35,enzyme4,2,107.0,7,114.0
2,36,enzyme4,0,5.0,5,10.0
4,36,enzyme4,1,70.0,4,74.0
8,36,enzyme4,2,114.0,7,121.0
1,37,enzyme4,0,77.0,5,82.0
6,37,enzyme4,1,82.0,4,86.0
7,37,enzyme4,2,131.0,7,138.0
1,38,enzyme4,0,19.0,5,24.0
5,38,enzyme4,1,24.0,4,28.0
7,38,enzyme4,2,28.0,7,35.0
1,39,enzyme4,0,9.0,5,14.0
5,39,enzyme4,1,28.0,4,32.0
8,39,enzyme4,2,64.0,7,71.0
5,40,enzyme5,0,-0.0,8,8.0
7,40,enzyme5,1,8.0,3,11.0
6,41,enzyme5,0,108.0,8,116.0
8,41,enzyme5,1,140.0,3,143.0
3,42,enzyme5,0,42.0,8,50.0
8,42,enzyme5,1,88.0,3,91.0
6,43,enzyme5,0,7.0,8,15.0
8,43,enzyme5,1,143.0,3,146.0
3,44,enzyme5,0,-0.0,8,8.0
7,44,enzyme5,1,11.0,3,14.0
4,45,enzyme5,0,14.0,8,22.0
8,45,enzyme5,1,22.0,3,25.0
5,46,enzyme5,0,8.0,8,16.0
7,46,enzyme5,1,16.0,3,19.0
4,47,enzyme5,0,6.0,8,14.0
7,47,enzyme5,1,74.0,3,77.0
