Machine,Job,Product,Operation,Start,Duration,Completion
0,0,enzyme0,0,124.0,8,132.0
3,0,enzyme0,1,132.0,4,136.0
8,0,enzyme0,2,168.0,4,172.0
2,1,enzyme0,0,42.0,8,50.0
4,1,enzyme0,1,50.0,4,54.0
8,1,enzyme0,2,54.0,4,58.0
2,2,enzyme0,0,58.0,8,66.0
5,2,enzyme0,1,69.0,4,73.0
8,2,enzyme0,2,83.0,4,87.0
0,3,enzyme0,0,10.0,8,18.0
4,3,enzyme0,1,38.0,4,42.0
7,3,enzyme0,2,54.0,4,58.0
1,4,enzyme0,0,-0.0,8,8.0
3,4,enzyme0,1,16.0,4,20.0
8,4,enzyme0,2,79.0,4,83.0
2,5,enzyme0,0,8.0,8,16.0
5,5,enzyme0,1,49.0,4,53.0
8,5,enzyme0,2,58.0,4,62.0
2,6,enzyme0,0,139.0,8,147.0
5,6,enzyme0,1,147.0,4,151.0
7,6,enzyme0,2,172.0,4,176.0
2,7,enzyme0,0,17.0,8,25.0
5,7,enzyme0,1,65.0,4,69.0
8,7,enzyme0,2,87.0,4,91.0
2,8,enzyme0,0,-0.0,8,8.0
5,8,enzyme0,1,53.0,4,57.0
7,8,enzyme0,2,176.0,4,180.0
0,9,enzyme0,0,26.0,8,34.0
5,9,enzyme0,1,45.0,4,49.0
7,9,enzyme0,2,50.0,4,54.0
2,10,enzyme0,0,80.0,8,88.0
6,10,enzyme0,1,90.0,4,94.0
7,10,enzyme0,2,120.0,4,124.0
2,11,enzyme0,0,50.0,8,58.0
6,11,enzyme0,1,86.0,4,90.0
7,11,enzyme0,2,198.0,4,202.0
0,12,enzyme1,0,56.0,3,59.0
6,12,enzyme1,1,72.0,2,74.0
0,13,enzyme1,0,68.0,3,71.0
6,13,enzyme1,1,95.0,2,97.0
1,14,enzyme1,0,93.0,3,96.0
6,14,enzyme1,1,112.0,2,114.0
0,15,enzyme1,0,158.0,3,161.0
5,15,enzyme1,1,162.0,2,164.0
2,16,enzyme1,0,73.0,3,76.0
6,16,enzyme1,1,201.0,2,203.0
1,17,enzyme1,0,77.0,3,80.0
5,17,enzyme1,1,114.0,2,116.0
0,18,enzyme1,0,59.0,3,62.0
6,18,enzyme1,1,68.0,2,70.0
0,19,enzyme1,0,65.0,3,68.0
6,19,enzyme1,1,205.0,2,207.0
0,20,enzyme1,0,161.0,3,164.0
6,20,enzyme1,1,203.0,2,205.0
0,21,enzyme1,0,37.0,3,40.0
