Machine,Job,Product,Operation,Start,Duration,Completion
1,0,enzyme0,0,51.0,8,59.0
3,0,enzyme0,1,63.0,4,67.0
7,0,enzyme0,2,169.0,4,173.0
2,1,enzyme0,0,108.0,8,116.0
6,1,enzyme0,1,133.0,4,137.0
8,1,enzyme0,2,137.0,4,141.0
1,2,enzyme0,0,75.0,8,83.0
5,2,enzyme0,1,129.0,4,133.0
7,2,enzyme0,2,134.0,4,138.0
0,3,enzyme0,0,86.0,8,94.0
4,3,enzyme0,1,94.0,4,98.0
7,3,enzyme0,2,152.0,4,156.0
2,4,enzyme0,0,100.0,8,108.0
3,4,enzyme0,1,108.0,4,112.0
7,4,enzyme0,2,138.0,4,142.0
1,5,enzyme0,0,43.0,8,51.0
5,5,enzyme0,1,73.0,4,77.0
8,5,enzyme0,2,84.0,4,88.0
1,6,enzyme0,0,35.0,8,43.0
3,6,enzyme0,1,43.0,4,47.0
8,6,enzyme0,2,63.0,4,67.0
0,7,enzyme0,0,6.0,8,14.0
6,7,enzyme0,1,125.0,4,129.0
7,7,enzyme0,2,173.0,4,177.0
2,8,enzyme0,0,92.0,8,100.0
6,8,enzyme0,1,100.0,4,104.0
7,8,enzyme0,2,165.0,4,169.0
2,9,enzyme0,0,69.0,8,77.0
6,9,enzyme0,1,129.0,4,133.0
8,9,enzyme0,2,141.0,4,145.0
0,10,enzyme0,0,78.0,8,86.0
3,10,enzyme0,1,90.0,4,94.0
8,10,enzyme0,2,133.0,4,137.0
1,11,enzyme0,0,59.0,8,67.0
3,11,enzyme0,1,67.0,4,71.0
8,11,enzyme0,2,88.0,4,92.0
9,12,enzyme1,0,18.0,3,21.0
4,12,enzyme1,1,36.0,2,38.0
0,13,enzyme1,0,22.0,3,25.0
5,13,enzyme1,1,79.0,2,81.0
1,14,enzyme1,0,71.0,3,74.0
3,14,enzyme1,1,74.0,2,76.0
1,15,enzyme1,0,-0.0,3,3.0
6,15,enzyme1,1,113.0,2,115.0
1,16,enzyme1,0,31.0,3,34.0
4,16,enzyme1,1,133.0,2,135.0
1,17,enzyme1,0,28.0,3,31.0
4,17,enzyme1,1,71.0,2,73.0
0,18,enzyme1,0,25.0,3,28.0
5,18,enzyme1,1,135.0,2,137.0
2,19,enzyme1,0,62.0,3,65.0
6,19,enzyme1,1,94.0,2,96.0
2,20,enzyme1,0,44.0,3,47.0
