Machine,Job,Product,Operation,Start,Duration,Completion
9,0,enzyme0,0,8.0,8,16.0
4,0,enzyme0,1,19.0,4,23.0
7,0,enzyme0,2,23.0,4,27.0
1,1,enzyme0,0,0.0,8,8.0
6,1,enzyme0,1,14.0,4,18.0
7,1,enzyme0,2,19.0,4,23.0
2,2,enzyme0,0,0.0,8,8.0
6,2,enzyme0,1,10.0,4,14.0
7,2,enzyme0,2,15.0,4,19.0
0,3,enzyme0,0,6.0,8,14.0
3,3,enzyme0,1,18.0,4,22.0
7,3,enzyme0,2,27.0,4,31.0
1,4,enzyme1,0,47.0,3,50.0
4,4,enzyme1,1,50.0,2,52.0
1,5,enzyme1,0,30.0,3,33.0
6,5,enzyme1,1,43.0,2,45.0
9,6,enzyme1,0,49.0,3,52.0
4,6,enzyme1,1,52.0,2,54.0
2,7,enzyme1,0,9.0,3,12.0
3,7,enzyme1,1,31.0,2,33.0
6,8,enzyme2,0,0.0,3,3.0
7,8,enzyme2,1,3.0,3,6.0
6,9,enzyme2,0,3.0,3,6.0
7,9,enzyme2,1,8.0,3,11.0
3,10,enzyme2,0,0.0,3,3.0
8,10,enzyme2,1,4.0,3,7.0
3,11,enzyme2,0,5.0,3,8.0
7,11,enzyme2,1,11.0,3,14.0
0,12,enzyme3,0,0.0,4,4.0
4,12,enzyme3,1,42.0,6,48.0
8,12,enzyme3,2,48.0,6,54.0
1,13,enzyme3,0,11.0,4,15.0
5,13,enzyme3,1,30.0,6,36.0
8,13,enzyme3,2,36.0,6,42.0
2,14,enzyme3,0,14.0,4,18.0
6,14,enzyme3,1,36.0,6,42.0
8,14,enzyme3,2,42.0,6,48.0
9,15,enzyme3,0,19.0,4,23.0
3,15,enzyme3,1,24.0,6,30.0
8,15,enzyme3,2,30.0,6,36.0
9,16,enzyme4,0,0.0,5,5.0
5,16,enzyme4,1,5.0,4,9.0
8,16,enzyme4,2,9.0,7,16.0
1,17,enzyme4,0,16.0,5,21.0
5,17,enzyme4,1,24.0,4,28.0
7,17,enzyme4,2,33.0,7,40.0
0,18,enzyme4,0,16.0,5,21.0
4,18,enzyme4,1,24.0,4,28.0
7,18,enzyme4,2,40.0,7,47.0
1,19,enzyme4,0,21.0,5,26.0
3,19,enzyme4,1,34.0,4,38.0
7,19,enzyme4,2,47.0,7,54.0
3,20,enzyme5,0,9.0,8,17.0
8,20,enzyme5,1,17.0,3,20.0
4,21,enzyme5,0,8.0,8,16.0
8,21,enzyme5,1,23.0,3,26.0
4,22,enzyme5,0,0.0,8,8.0
8,22,enzyme5,1,26.0,3,29.0
5,23,enzyme5,0,12.0,8,20.0
8,23,enzyme5,1,20.0,3,23.0
