Machine,Job,Product,Operation,Start,Duration,Completion
0,0,enzyme0,0,16.0,8,24.0
4,0,enzyme0,1,25.0,4,29.0
7,0,enzyme0,2,43.0,4,47.0
1,1,enzyme0,0,82.0,8,90.0
6,1,enzyme0,1,90.0,4,94.0
7,1,enzyme0,2,95.0,4,99.0
0,2,enzyme0,0,78.0,8,86.0
5,2,enzyme0,1,108.0,4,112.0
7,2,enzyme0,2,120.0,4,124.0
1,3,enzyme0,0,-0.0,8,8.0
6,3,enzyme0,1,41.0,4,45.0
8,3,enzyme0,2,120.0,4,124.0
0,4,enzyme0,0,93.0,8,101.0
6,4,enzyme0,1,101.0,4,105.0
7,4,enzyme0,2,116.0,4,120.0
2,5,enzyme0,0,69.0,8,77.0
6,5,enzyme0,1,97.0,4,101.0
7,5,enzyme0,2,101.0,4,105.0
2,6,enzyme0,0,61.0,8,69.0
4,6,enzyme0,1,86.0,4,90.0
8,6,enzyme0,2,124.0,4,128.0
0,7,enzyme0,0,-0.0,8,8.0
4,7,enzyme0,1,35.0,4,39.0
7,7,enzyme0,2,47.0,4,51.0
0,8,enzyme0,0,8.0,8,16.0
5,8,enzyme0,1,94.0,4,98.0
8,8,enzyme0,2,128.0,4,132.0
2,9,enzyme1,0,15.0,3,18.0
6,9,enzyme1,1,106.0,2,108.0
0,10,enzyme1,0,89.0,3,92.0
3,10,enzyme1,1,109.0,2,111.0
2,11,enzyme1,0,12.0,3,15.0
4,11,enzyme1,1,31.0,2,33.0
2,12,enzyme1,0,78.0,3,81.0
5,12,enzyme1,1,114.0,2,116.0
0,13,enzyme1,0,27.0,3,30.0
4,13,enzyme1,1,82.0,2,84.0
1,14,enzyme1,0,78.0,3,81.0
3,14,enzyme1,1,111.0,2,113.0
2,15,enzyme1,0,111.0,3,114.0
3,15,enzyme1,1,130.0,2,132.0
0,16,enzyme1,0,57.0,3,60.0
3,16,enzyme1,1,60.0,2,62.0
2,17,enzyme1,0,49.0,3,52.0
3,17,enzyme1,1,57.0,2,59.0
6,18,enzyme2,0,3.0,3,6.0
7,18,enzyme2,1,9.0,3,12.0
3,19,enzyme2,0,3.0,3,6.0
8,19,enzyme2,1,9.0,3,12.0
5,20,enzyme2,0,3.0,3,6.0
8,20,enzyme2,1,6.0,3,9.0
3,21,enzyme2,0,6.0,3,9.0
8,21,enzyme2,1,12.0,3,15.0
6,22,enzyme2,0,-0.0,3,3.0
8,22,enzyme2,1,15.0,3,18.0
5,23,enzyme2,0,6.0,3,9.0
7,23,enzyme2,1,15.0,3,18.0
3,24,enzyme2,0,0.0,3,3.0
7,24,enzyme2,1,6.0,3,9.0
5,25,enzyme2,0,9.0,3,12.0
7,25,enzyme2,1,18.0,3,21.0
5,26,enzyme2,0,-0.0,3,3.0
7,26,enzyme2,1,3.0,3,6.0
2,27,enzyme3,0,28.0,4,32.0
3,27,enzyme3,1,65.0,6,71.0
7,27,enzyme3,2,71.0,6,77.0
1,28,enzyme3,0,30.0,4,34.0
5,28,enzyme3,1,43.0,6,49.0
8,28,enzyme3,2,49.0,6,55.0
2,29,enzyme3,0,20.0,4,24.0
6,29,enzyme3,1,24.0,6,30.0
7,29,enzyme3,2,34.0,6,40.0
2,30,enzyme3,0,54.0,4,58.0
5,30,enzyme3,1,82.0,6,88.0
8,30,enzyme3,2,94.0,6,100.0
2,31,enzyme3,0,7.0,4,11.0
6,31,enzyme3,1,30.0,6,36.0
8,31,enzyme3,2,43.0,6,49.0
1,32,enzyme3,0,22.0,4,26.0
5,32,enzyme3,1,76.0,6,82.0
8,32,enzyme3,2,88.0,6,94.0
1,33,enzyme3,0,11.0,4,15.0
6,33,enzyme3,1,18.0,6,24.0
7,33,enzyme3,2,28.0,6,34.0
2,34,enzyme3,0,24.0,4,28.0
5,34,enzyme3,1,70.0,6,76.0
8,34,enzyme3,2,82.0,6,88.0
1,35,enzyme3,0,26.0,4,30.0
4,35,enzyme3,1,120.0,6,126.0
7,35,enzyme3,2,126.0,6,132.0
1,36,enzyme4,0,16.0,5,21.0
3,36,enzyme4,1,40.0,4,44.0
7,36,enzyme4,2,107.0,7,114.0
2,37,enzyme4,0,-0.0,5,5.0
6,37,enzyme4,1,9.0,4,13.0
8,37,enzyme4,2,64.0,7,71.0
0,38,enzyme4,0,33.0,5,38.0
4,38,enzyme4,1,48.0,4,52.0
7,38,enzyme4,2,53.0,7,60.0
1,39,enzyme4,0,35.0,5,40.0
4,39,enzyme4,1,52.0,4,56.0
7,39,enzyme4,2,86.0,7,93.0
0,40,enzyme4,0,38.0,5,43.0
5,40,enzyme4,1,89.0,4,93.0
8,40,enzyme4,2,102.0,7,109.0
0,41,enzyme4,0,48.0,5,53.0
6,41,enzyme4,1,53.0,4,57.0
8,41,enzyme4,2,71.0,7,78.0
2,42,enzyme4,0,40.0,5,45.0
5,42,enzyme4,1,53.0,4,57.0
8,42,enzyme4,2,57.0,7,64.0
0,43,enzyme4,0,43.0,5,48.0
6,43,enzyme4,1,48.0,4,52.0
7,43,enzyme4,2,60.0,7,67.0
2,44,enzyme4,0,35.0,5,40.0
4,44,enzyme4,1,74.0,4,78.0
7,44,enzyme4,2,79.0,7,86.0
5,45,enzyme5,0,31.0,8,39.0
8,45,enzyme5,1,113.0,3,116.0
4,46,enzyme5,0,8.0,8,16.0
8,46,enzyme5,1,110.0,3,113.0
5,47,enzyme5,0,15.0,8,23.0
7,47,enzyme5,1,24.0,3,27.0
3,48,enzyme5,0,18.0,8,26.0
8,48,enzyme5,1,30.0,3,33.0
3,49,enzyme5,0,10.0,8,18.0
8,49,enzyme5,1,22.0,3,25.0
4,50,enzyme5,0,16.0,8,24.0
8,50,enzyme5,1,39.0,3,42.0
4,51,enzyme5,0,0.0,8,8.0
8,51,enzyme5,1,25.0,3,28.0
3,52,enzyme5,0,26.0,8,34.0
8,52,enzyme5,1,36.0,3,39.0
5,53,enzyme5,0,23.0,8,31.0
8,53,enzyme5,1,33.0,3,36.0
