Machine,Job,Product,Operation,Start,Duration,Completion
1,0,enzyme0,0,117.0,8,125.0
3,0,enzyme0,1,144.0,4,148.0
8,0,enzyme0,2,148.0,4,152.0
1,1,enzyme0,0,16.0,8,24.0
5,1,enzyme0,1,89.0,4,93.0
7,1,enzyme0,2,93.0,4,97.0
0,2,enzyme0,0,54.0,8,62.0
5,2,enzyme0,1,62.0,4,66.0
8,2,enzyme0,2,152.0,4,156.0
1,3,enzyme0,0,52.0,8,60.0
3,3,enzyme0,1,121.0,4,125.0
7,3,enzyme0,2,147.0,4,151.0
1,4,enzyme0,0,8.0,8,16.0
4,4,enzyme0,1,122.0,4,126.0
7,4,enzyme0,2,127.0,4,131.0
1,5,enzyme0,0,109.0,8,117.0
3,5,enzyme0,1,117.0,4,121.0
7,5,enzyme0,2,143.0,4,147.0
1,6,enzyme0,0,60.0,8,68.0
4,6,enzyme0,1,130.0,4,134.0
7,6,enzyme0,2,135.0,4,139.0
2,7,enzyme0,0,17.0,8,25.0
4,7,enzyme0,1,49.0,4,53.0
7,7,enzyme0,2,68.0,4,72.0
1,8,enzyme0,0,24.0,8,32.0
4,8,enzyme0,1,126.0,4,130.0
7,8,enzyme0,2,131.0,4,135.0
2,9,enzyme0,0,43.0,8,51.0
3,9,enzyme0,1,85.0,4,89.0
7,9,enzyme0,2,89.0,4,93.0
1,10,enzyme0,0,68.0,8,76.0
5,10,enzyme0,1,77.0,4,81.0
7,10,enzyme0,2,139.0,4,143.0
1,11,enzyme1,0,203.0,3,206.0
5,11,enzyme1,1,206.0,2,208.0
1,12,enzyme1,0,4.0,3,7.0
5,12,enzyme1,1,83.0,2,85.0
0,13,enzyme1,0,50.0,3,53.0
5,13,enzyme1,1,204.0,2,206.0
2,14,enzyme1,0,26.0,3,29.0
5,14,enzyme1,1,244.0,2,246.0
0,15,enzyme1,0,38.0,3,41.0
4,15,enzyme1,1,99.0,2,101.0
0,16,enzyme1,0,41.0,3,44.0
4,16,enzyme1,1,97.0,2,99.0
1,17,enzyme1,0,-0.0,3,3.0
5,17,enzyme1,1,242.0,2,244.0
0,18,enzyme1,0,44.0,3,47.0
4,18,enzyme1,1,164.0,2,166.0
1,19,enzyme1,0,162.0,3,165.0
6,19,enzyme1,1,234.0,2,236.0
0,20,enzyme1,0,47.0,3,50.0
6,20,enzyme1,1,236.0,2,238.0
2,21,enzyme1,0,-0.0,3,3.0
4,21,enzyme1,1,55.0,2,57.0
4,22,enzyme2,0,9.0,3,12.0
8,22,enzyme2,1,52.0,3,55.0
6,23,enzyme2,0,-0.0,3,3.0
7,23,enzyme2,1,8.0,3,11.0
3,24,enzyme2,0,-0.0,3,3.0
8,24,enzyme2,1,46.0,3,49.0
4,25,enzyme2,0,90.0,3,93.0
8,25,enzyme2,1,240.0,3,243.0
6,26,enzyme2,0,3.0,3,6.0
8,26,enzyme2,1,9.0,3,12.0
3,27,enzyme2,0,3.0,3,6.0
