Machine,Job,Product,Operation,Start,Duration,Completion
2,0,enzyme0,0,37.0,8,45.0
4,0,enzyme0,1,48.0,4,52.0
7,0,enzyme0,2,53.0,4,57.0
0,1,enzyme0,0,7.0,8,15.0
3,1,enzyme0,1,19.0,4,23.0
8,1,enzyme0,2,24.0,4,28.0
2,2,enzyme0,0,49.0,8,57.0
5,2,enzyme0,1,57.0,4,61.0
7,2,enzyme0,2,61.0,4,65.0
1,3,enzyme0,0,36.0,8,44.0
5,3,enzyme0,1,49.0,4,53.0
7,3,enzyme0,2,57.0,4,61.0
2,4,enzyme0,0,13.0,8,21.0
4,4,enzyme0,1,23.0,4,27.0
7,4,enzyme0,2,30.0,4,34.0
1,5,enzyme0,0,44.0,8,52.0
5,5,enzyme0,1,53.0,4,57.0
7,5,enzyme0,2,65.0,4,69.0
2,6,enzyme1,0,25.0,3,28.0
6,6,enzyme1,1,90.0,2,92.0
1,7,enzyme1,0,11.0,3,14.0
5,7,enzyme1,1,24.0,2,26.0
1,8,enzyme1,0,63.0,3,66.0
6,8,enzyme1,1,66.0,2,68.0
2,9,enzyme1,0,22.0,3,25.0
3,9,enzyme1,1,60.0,2,62.0
0,10,enzyme1,0,35.0,3,38.0
6,10,enzyme1,1,68.0,2,70.0
0,11,enzyme1,0,18.0,3,21.0
5,11,enzyme1,1,27.0,2,29.0
5,12,enzyme2,0,0.0,3,3.0
7,12,enzyme2,1,3.0,3,6.0
3,13,enzyme2,0,3.0,3,6.0
7,13,enzyme2,1,36.0,3,39.0
5,14,enzyme2,0,3.0,3,6.0
7,14,enzyme2,1,49.0,3,52.0
3,15,enzyme2,0,-0.0,3,3.0
7,15,enzyme2,1,90.0,3,93.0
4,16,enzyme2,0,56.0,3,59.0
8,16,enzyme2,1,90.0,3,93.0
5,17,enzyme2,0,6.0,3,9.0
8,17,enzyme2,1,9.0,3,12.0
0,18,enzyme3,0,25.0,4,29.0
4,18,enzyme3,1,40.0,6,46.0
8,18,enzyme3,2,51.0,6,57.0
1,19,enzyme3,0,28.0,4,32.0
6,19,enzyme3,1,32.0,6,38.0
8,19,enzyme3,2,63.0,6,69.0
0,20,enzyme3,0,29.0,4,33.0
3,20,enzyme3,1,51.0,6,57.0
8,20,enzyme3,2,57.0,6,63.0
1,21,enzyme3,0,6.0,4,10.0
4,21,enzyme3,1,62.0,6,68.0
7,21,enzyme3,2,81.0,6,87.0
1,22,enzyme3,0,58.0,4,62.0
3,22,enzyme3,1,65.0,6,71.0
7,22,enzyme3,2,75.0,6,81.0
2,23,enzyme3,0,-0.0,4,4.0
3,23,enzyme3,1,25.0,6,31.0
8,23,enzyme3,2,31.0,6,37.0
1,24,enzyme4,0,-0.0,5,5.0
4,24,enzyme4,1,9.0,4,13.0
8,24,enzyme4,2,14.0,7,21.0
1,25,enzyme4,0,22.0,5,27.0
4,25,enzyme4,1,32.0,4,36.0
8,25,enzyme4,2,78.0,7,85.0
2,26,enzyme4,0,31.0,5,36.0
6,26,enzyme4,1,40.0,4,44.0
8,26,enzyme4,2,71.0,7,78.0
2,27,enzyme4,0,7.0,5,12.0
3,27,enzyme4,1,12.0,4,16.0
7,27,enzyme4,2,21.0,7,28.0
1,28,enzyme4,0,17.0,5,22.0
4,28,enzyme4,1,28.0,4,32.0
8,28,enzyme4,2,39.0,7,46.0
0,29,enzyme4,0,-0.0,5,5.0
3,29,enzyme4,1,7.0,4,11.0
7,29,enzyme4,2,14.0,7,21.0
4,30,enzyme5,0,-0.0,8,8.0
7,30,enzyme5,1,8.0,3,11.0
6,31,enzyme5,0,-0.0,8,8.0
7,31,enzyme5,1,71.0,3,74.0
5,32,enzyme5,0,31.0,8,39.0
8,32,enzyme5,1,47.0,3,50.0
5,33,enzyme5,0,64.0,8,72.0
8,33,enzyme5,1,86.0,3,89.0
5,34,enzyme5,0,12.0,8,20.0
7,34,enzyme5,1,41.0,3,44.0
4,35,enzyme5,0,14.0,8,22.0
7,35,enzyme5,1,45.0,3,48.0
