Machine,Job,Product,Operation,Start,Duration,Completion
0,0,enzyme0,0,30.0,8,38.0
3,0,enzyme0,1,55.0,4,59.0
8,0,enzyme0,2,88.0,4,92.0
2,1,enzyme0,0,70.0,8,78.0
6,1,enzyme0,1,89.0,4,93.0
8,1,enzyme0,2,96.0,4,100.0
2,2,enzyme0,0,48.0,8,56.0
6,2,enzyme0,1,74.0,4,78.0
7,2,enzyme0,2,87.0,4,91.0
1,3,enzyme0,0,18.0,8,26.0
5,3,enzyme0,1,43.0,4,47.0
8,3,enzyme0,2,92.0,4,96.0
0,4,enzyme0,0,38.0,8,46.0
4,4,enzyme0,1,78.0,4,82.0
7,4,enzyme0,2,82.0,4,86.0
2,5,enzyme0,0,31.0,8,39.0
5,5,enzyme0,1,57.0,4,61.0
7,5,enzyme0,2,91.0,4,95.0
2,6,enzyme0,0,23.0,8,31.0
5,6,enzyme0,1,61.0,4,65.0
7,6,enzyme0,2,78.0,4,82.0
1,7,enzyme1,0,43.0,3,46.0
4,7,enzyme1,1,97.0,2,99.0
2,8,enzyme1,0,57.0,3,60.0
3,8,enzyme1,1,62.0,2,64.0
0,9,enzyme1,0,6.0,3,9.0
5,9,enzyme1,1,37.0,2,39.0
2,10,enzyme1,0,60.0,3,63.0
6,10,enzyme1,1,97.0,2,99.0
2,11,enzyme1,0,63.0,3,66.0
3,11,enzyme1,1,97.0,2,99.0
1,12,enzyme1,0,40.0,3,43.0
6,12,enzyme1,1,83.0,2,85.0
1,13,enzyme1,0,14.0,3,17.0
3,13,enzyme1,1,95.0,2,97.0
4,14,enzyme2,0,0.0,3,3.0
8,14,enzyme2,1,3.0,3,6.0
4,15,enzyme2,0,3.0,3,6.0
7,15,enzyme2,1,6.0,3,9.0
6,16,enzyme2,0,-0.0,3,3.0
7,16,enzyme2,1,74.0,3,77.0
3,17,enzyme2,0,3.0,3,6.0
8,17,enzyme2,1,6.0,3,9.0
6,18,enzyme2,0,3.0,3,6.0
7,18,enzyme2,1,12.0,3,15.0
3,19,enzyme2,0,-0.0,3,3.0
7,19,enzyme2,1,9.0,3,12.0
6,20,enzyme2,0,6.0,3,9.0
8,20,enzyme2,1,9.0,3,12.0
1,21,enzyme3,0,35.0,4,39.0
3,21,enzyme3,1,46.0,6,52.0
7,21,enzyme3,2,52.0,6,58.0
2,22,enzyme3,0,12.0,4,16.0
5,22,enzyme3,1,22.0,6,28.0
8,22,enzyme3,2,46.0,6,52.0
2,23,enzyme3,0,16.0,4,20.0
5,23,enzyme3,1,28.0,6,34.0
7,23,enzyme3,2,34.0,6,40.0
2,24,enzyme3,0,41.0,4,45.0
4,24,enzyme3,1,45.0,6,51.0
8,24,enzyme3,2,52.0,6,58.0
0,25,enzyme3,0,24.0,4,28.0
3,25,enzyme3,1,39.0,6,45.0
7,25,enzyme3,2,46.0,6,52.0
1,26,enzyme3,0,-0.0,4,4.0
4,26,enzyme3,1,28.0,6,34.0
7,26,enzyme3,2,40.0,6,46.0
0,27,enzyme3,0,-0.0,4,4.0
5,27,enzyme3,1,49.0,6,55.0
7,27,enzyme3,2,58.0,6,64.0
0,28,enzyme4,0,17.0,5,22.0
3,28,enzyme4,1,23.0,4,27.0
8,28,enzyme4,2,35.0,7,42.0
0,29,enzyme4,0,12.0,5,17.0
5,29,enzyme4,1,17.0,4,21.0
8,29,enzyme4,2,21.0,7,28.0
1,30,enzyme4,0,49.0,5,54.0
6,30,enzyme4,1,54.0,4,58.0
8,30,enzyme4,2,60.0,7,67.0
2,31,enzyme4,0,-0.0,5,5.0
3,31,enzyme4,1,19.0,4,23.0
8,31,enzyme4,2,28.0,7,35.0
1,32,enzyme4,0,5.0,5,10.0
4,32,enzyme4,1,10.0,4,14.0
8,32,enzyme4,2,14.0,7,21.0
2,33,enzyme4,0,5.0,5,10.0
6,33,enzyme4,1,12.0,4,16.0
7,33,enzyme4,2,23.0,7,30.0
1,34,enzyme4,0,29.0,5,34.0
6,34,enzyme4,1,59.0,4,63.0
8,34,enzyme4,2,67.0,7,74.0
6,35,enzyme5,0,64.0,8,72.0
8,35,enzyme5,1,75.0,3,78.0
5,36,enzyme5,0,68.0,8,76.0
7,36,enzyme5,1,97.0,3,100.0
4,37,enzyme5,0,15.0,8,23.0
8,37,enzyme5,1,78.0,3,81.0
3,38,enzyme5,0,30.0,8,38.0
7,38,enzyme5,1,67.0,3,70.0
5,39,enzyme5,0,5.0,8,13.0
8,39,enzyme5,1,81.0,3,84.0
3,40,enzyme5,0,7.0,8,15.0
7,40,enzyme5,1,17.0,3,20.0
4,41,enzyme5,0,35.0,8,43.0
7,41,enzyme5,1,70.0,3,73.0
