Machine,Job,Product,Operation,Start,Duration,Completion
1,0,enzyme0,0,28.0,8,36.0
4,0,enzyme0,1,70.0,4,74.0
8,0,enzyme0,2,78.0,4,82.0
0,1,enzyme0,0,27.0,8,35.0
4,1,enzyme0,1,59.0,4,63.0
8,1,enzyme0,2,74.0,4,78.0
0,2,enzyme0,0,8.0,8,16.0
6,2,enzyme0,1,20.0,4,24.0
7,2,enzyme0,2,24.0,4,28.0
2,3,enzyme0,0,46.0,8,54.0
5,3,enzyme0,1,63.0,4,67.0
8,3,enzyme0,2,70.0,4,74.0
2,4,enzyme0,0,0.0,8,8.0
5,4,enzyme0,1,8.0,4,12.0
7,4,enzyme0,2,20.0,4,24.0
0,5,enzyme0,0,0.0,8,8.0
5,5,enzyme0,1,12.0,4,16.0
7,5,enzyme0,2,16.0,4,20.0
2,6,enzyme1,0,55.0,3,58.0
3,6,enzyme1,1,58.0,2,60.0
1,7,enzyme1,0,71.0,3,74.0
5,7,enzyme1,1,78.0,2,80.0
1,8,enzyme1,0,68.0,3,71.0
6,8,enzyme1,1,71.0,2,73.0
1,9,enzyme1,0,74.0,3,77.0
3,9,enzyme1,1,80.0,2,82.0
1,10,enzyme1,0,77.0,3,80.0
4,10,enzyme1,1,80.0,2,82.0
2,11,enzyme1,0,58.0,3,61.0
6,11,enzyme1,1,73.0,2,75.0
6,12,enzyme2,0,3.0,3,6.0
8,12,enzyme2,1,6.0,3,9.0
3,13,enzyme2,0,6.0,3,9.0
7,13,enzyme2,1,9.0,3,12.0
5,14,enzyme2,0,0.0,3,3.0
7,14,enzyme2,1,12.0,3,15.0
3,15,enzyme2,0,3.0,3,6.0
7,15,enzyme2,1,6.0,3,9.0
3,16,enzyme2,0,0.0,3,3.0
7,16,enzyme2,1,3.0,3,6.0
6,17,enzyme2,0,0.0,3,3.0
8,17,enzyme2,1,3.0,3,6.0
0,18,enzyme3,0,21.0,4,25.0
5,18,enzyme3,1,29.0,6,35.0
8,18,enzyme3,2,35.0,6,41.0
1,19,enzyme3,0,6.0,4,10.0
3,19,enzyme3,1,11.0,6,17.0
8,19,enzyme3,2,23.0,6,29.0
2,20,enzyme3,0,10.0,4,14.0
5,20,enzyme3,1,69.0,6,75.0
7,20,enzyme3,2,75.0,6,81.0
1,21,enzyme3,0,10.0,4,14.0
5,21,enzyme3,1,23.0,6,29.0
8,21,enzyme3,2,41.0,6,47.0
2,22,enzyme3,0,14.0,4,18.0
3,22,enzyme3,1,23.0,6,29.0
8,22,enzyme3,2,29.0,6,35.0
2,23,enzyme3,0,28.0,4,32.0
3,23,enzyme3,1,32.0,6,38.0
8,23,enzyme3,2,47.0,6,53.0
2,24,enzyme4,0,21.0,5,26.0
4,24,enzyme4,1,26.0,4,30.0
7,24,enzyme4,2,30.0,7,37.0
1,25,enzyme4,0,0.0,5,5.0
6,25,enzyme4,1,31.0,4,35.0
7,25,enzyme4,2,58.0,7,65.0
1,26,enzyme4,0,20.0,5,25.0
5,26,enzyme4,1,40.0,4,44.0
7,26,enzyme4,2,44.0,7,51.0
1,27,enzyme4,0,15.0,5,20.0
6,27,enzyme4,1,27.0,4,31.0
7,27,enzyme4,2,37.0,7,44.0
2,28,enzyme4,0,40.0,5,45.0
5,28,enzyme4,1,51.0,4,55.0
8,28,enzyme4,2,55.0,7,62.0
0,29,enzyme4,0,37.0,5,42.0
3,29,enzyme4,1,42.0,4,46.0
7,29,enzyme4,2,51.0,7,58.0
6,30,enzyme5,0,61.0,8,69.0
7,30,enzyme5,1,71.0,3,74.0
4,31,enzyme5,0,16.0,8,24.0
7,31,enzyme5,1,68.0,3,71.0
3,32,enzyme5,0,49.0,8,57.0
8,32,enzyme5,1,63.0,3,66.0
4,33,enzyme5,0,8.0,8,16.0
8,33,enzyme5,1,16.0,3,19.0
4,34,enzyme5,0,0.0,8,8.0
8,34,enzyme5,1,13.0,3,16.0
6,35,enzyme5,0,7.0,8,15.0
8,35,enzyme5,1,19.0,3,22.0
