Machine,Job,Product,Operation,Start,Duration,Completion
0,0,enzyme0,0,30.0,8,38.0
5,0,enzyme0,1,38.0,4,42.0
8,0,enzyme0,2,47.0,4,51.0
2,1,enzyme0,0,39.0,8,47.0
6,1,enzyme0,1,47.0,4,51.0
7,1,enzyme0,2,51.0,4,55.0
2,2,enzyme0,0,14.0,8,22.0
6,2,enzyme0,1,43.0,4,47.0
8,2,enzyme0,2,51.0,4,55.0
2,3,enzyme0,0,6.0,8,14.0
3,3,enzyme0,1,14.0,4,18.0
8,3,enzyme0,2,43.0,4,47.0
1,4,enzyme1,0,11.0,3,14.0
6,4,enzyme1,1,37.0,2,39.0
0,5,enzyme1,0,26.0,3,29.0
5,5,enzyme1,1,53.0,2,55.0
2,6,enzyme1,0,23.0,3,26.0
6,6,enzyme1,1,35.0,2,37.0
1,7,enzyme1,0,14.0,3,17.0
6,7,enzyme1,1,52.0,2,54.0
3,8,enzyme2,0,3.0,3,6.0
7,8,enzyme2,1,6.0,3,9.0
3,9,enzyme2,0,0.0,3,3.0
8,9,enzyme2,1,3.0,3,6.0
6,10,enzyme2,0,3.0,3,6.0
8,10,enzyme2,1,7.0,3,10.0
6,11,enzyme2,0,0.0,3,3.0
7,11,enzyme2,1,3.0,3,6.0
0,12,enzyme3,0,20.0,4,24.0
6,12,enzyme3,1,24.0,6,30.0
7,12,enzyme3,2,30.0,6,36.0
1,13,enzyme3,0,6.0,4,10.0
3,13,enzyme3,1,26.0,6,32.0
7,13,enzyme3,2,42.0,6,48.0
0,14,enzyme3,0,16.0,4,20.0
3,14,enzyme3,1,20.0,6,26.0
7,14,enzyme3,2,36.0,6,42.0
0,15,enzyme3,0,12.0,4,16.0
4,15,enzyme3,1,16.0,6,22.0
7,15,enzyme3,2,24.0,6,30.0
1,16,enzyme4,0,0.0,5,5.0
4,16,enzyme4,1,9.0,4,13.0
8,16,enzyme4,2,19.0,7,26.0
0,17,enzyme4,0,0.0,5,5.0
3,17,enzyme4,1,7.0,4,11.0
8,17,enzyme4,2,12.0,7,19.0
2,18,enzyme4,0,0.0,5,5.0
4,18,enzyme4,1,24.0,4,28.0
8,18,enzyme4,2,33.0,7,40.0
0,19,enzyme4,0,5.0,5,10.0
5,19,enzyme4,1,22.0,4,26.0
8,19,enzyme4,2,26.0,7,33.0
6,20,enzyme5,0,9.0,8,17.0
7,20,enzyme5,1,17.0,3,20.0
4,21,enzyme5,0,0.0,8,8.0
7,21,enzyme5,1,14.0,3,17.0
5,22,enzyme5,0,10.0,8,18.0
7,22,enzyme5,1,20.0,3,23.0
5,23,enzyme5,0,2.0,8,10.0
7,23,enzyme5,1,11.0,3,14.0
